chr	pos
1	32674910
1	44877961
1	149871937
1	158259858
1	158450659
1	158450686
2	10915197
2	56420172
2	88327466
2	120125149
2	140995791
2	242373670
3	129290379
3	184910915
3	194080233
4	1742673
4	56471442
5	65077143
5	130841188
6	36767773
7	44874154
7	86537841
7	100685726
7	151093079
8	110980379
9	33057683
9	95485027
10	118460629
11	65302785
11	108224576
11	108224578
11	122650305
12	48866491
12	57398256
14	94008906
15	41099524
15	59186349
15	59186350
15	75501073
16	55364374
16	58030795
16	65022215
17	18651256
17	28808252
17	46002397
17	79496148
19	46094786
19	54745451
20	62597977
21	47615597
