chr	pos
1	16918694
1	171086252
1	193045706
1	205767940
1	207075401
1	226570790
1	237619981
1	237947221
2	26696092
2	31562436
2	43969914
2	102968056
2	131116856
2	141108609
3	46721979
3	50603088
3	180378437
4	46976285
4	170043369
5	90670917
7	44807185
7	104747653
8	17396401
8	143995766
9	32631824
9	90262289
9	115760059
10	64136573
10	75051125
11	1248357
11	6913396
11	60215245
11	64064397
11	94800909
12	115121112
12	129559089
13	20039450
14	21945674
17	37762553
17	40001966
17	76870100
18	54547218
19	35790572
19	58187585
22	37707052
Y	21871503
