chr	pos
1	1254783
1	16260226
1	35913826
1	86591467
1	151156851
1	154516466
1	160105698
1	167734976
1	190067167
1	202407357
1	204948672
1	212619246
1	236908017
1	247902091
2	74649360
2	74649365
2	80773050
2	85570430
2	89513368
2	90248969
2	100628025
2	105472921
2	107423141
2	120005308
2	152512874
2	167089962
2	179412719
2	179579963
2	209110090
2	210558039
2	215831608
2	225630444
3	1424637
3	4354862
3	42230516
3	47127693
3	73433427
3	77666743
3	108677899
3	113118804
3	126708322
3	142274959
3	164735642
3	185655748
3	189582080
3	191888356
4	46067470
4	55129926
4	84502766
4	138451605
4	144387374
4	155507126
4	167921514
4	177142395
4	177241264
5	230998
5	13864659
5	41805696
5	72798943
5	110439921
5	140182226
5	140605366
5	149500553
5	149582170
5	167957463
6	29455077
6	31753100
6	34507121
6	36929709
6	57467094
6	62995790
6	69949117
6	107019842
6	143093607
6	146480528
6	147648398
6	154520839
6	155451444
6	170156448
7	11091335
7	16901054
7	28610048
7	38313230
7	82538193
7	100552578
7	129410294
8	1513979
8	26627784
8	48776134
8	55540232
8	80954892
8	113318395
8	136619239
8	140630697
8	144620374
8	144941694
8	144945500
8	144945514
8	144992082
9	100410455
9	124528939
9	131481964
9	131678487
9	139412233
10	24832088
10	25886814
10	27702139
10	28149595
10	55566721
10	55568896
10	55912910
10	82036245
10	87406950
10	92508605
10	96044673
10	103292069
11	837509
11	22363147
11	33564202
11	36248918
11	48346846
11	49974091
11	55032400
11	55944805
11	66468323
11	111156703
12	9264984
12	43944900
12	49412436
12	57549993
12	94641749
12	100453651
12	107371941
12	107371944
13	33701560
14	20586527
14	65237841
14	73988986
14	93125543
14	103372113
15	20876589
15	23931514
15	41165590
15	48428925
15	64067372
15	85326090
15	86122174
16	14966138
16	20487005
16	23404565
16	65005898
16	80654773
17	3301356
17	7578413
17	11725297
17	28749859
17	36991540
17	38645098
17	38933271
17	39197159
17	63526194
18	5394733
18	7013975
18	29693778
18	65178235
19	1235842
19	1367199
19	8809062
19	9060550
19	9066415
19	16964958
19	30936349
19	35802885
19	38190156
19	42231183
19	45375197
19	47423073
19	48908239
19	49132141
19	54238188
19	54238190
19	54238212
19	54254493
20	31023116
20	43610574
20	61950450
21	19775963
22	18300640
22	24300607
22	49103568
X	22132627
X	49851324
X	63445346
X	75004670
X	99924253
X	106358656
X	132887801
X	137717719
X	140996082
X	142967629
X	154133116
