chr	pos
1	19181133
1	53995560
1	70715634
1	119936526
1	171079965
1	196716352
1	202702739
1	228487678
1	247835492
2	116497433
2	131976382
2	180810177
3	101476897
3	178922364
3	182988131
4	55131161
4	106157894
5	1406358
5	1406386
5	54424345
5	89979459
5	101582955
6	32261388
6	35445110
6	84233953
6	130497110
6	136494954
7	81600071
7	102614082
7	113517983
7	117067417
7	139810958
7	142919425
8	49643961
9	133333962
9	136227174
10	118364948
10	129902797
11	6292257
11	47304014
11	55406511
11	55579059
11	62414400
11	102995846
12	109536053
12	111348834
14	105688184
14	106307396
14	107048694
15	24921092
15	24921093
15	25959052
16	1962006
17	56343663
19	17845112
19	31040081
19	54783825
19	54803127
20	30584347
20	30667667
X	49958224
X	91133911
X	135429578
