chr	pos
1	24202069
1	36755247
1	53543413
1	100736125
1	109342874
1	150240393
1	215972260
1	216390860
1	220826574
1	230845931
1	240656540
1	247978538
2	27890212
2	40656013
2	132240222
2	141027862
2	141571360
2	187364950
2	202149860
2	220037648
3	37555268
3	50095359
3	56681252
3	108269963
3	139236456
3	142388320
3	147114229
3	151045645
3	157160520
3	164908254
4	57267496
4	69184292
4	79285132
4	89192268
4	89591032
4	103225561
5	41018010
5	102487035
5	133295208
5	140073602
5	140536984
5	140615679
5	140798230
5	161128920
6	49667570
6	160106063
7	2409152
7	2409153
7	83606507
7	100683048
7	100686329
7	100843751
7	110762919
7	129297354
7	154379865
8	53055550
8	54730074
8	85774590
8	86158008
8	100523369
8	104432504
8	133851650
8	139601676
9	14801743
9	34255735
9	95993222
9	130446647
9	132854651
9	140059797
9	140087090
10	8100579
10	37430782
10	95720038
10	99196219
11	534286
11	1087951
11	3845337
11	22249037
11	35463155
11	47330541
11	55904306
11	57947391
11	57982965
11	64397889
11	64536792
11	76171120
11	100179177
11	122849989
11	123813728
11	128842324
11	128842325
12	4721794
12	15262344
12	46316327
12	51080428
12	78452823
12	121431330
12	121461833
13	24460635
13	25276139
13	32841345
13	47260079
13	52313218
13	88329623
13	94482798
13	103710731
14	23355326
14	23444270
14	39650863
14	50863888
14	68191267
14	76642983
14	94711996
14	106478129
15	24923846
15	31229329
15	34040349
15	41870164
15	51806663
15	90328694
16	3140386
16	77229463
16	84050761
16	90133294
17	169309
17	17788024
17	27893561
17	38421105
17	44109631
17	54230890
17	57181722
17	60050211
17	60678092
17	67197795
17	72480312
17	80006664
19	7806140
19	12734621
19	17038893
19	22155688
19	35231761
19	40928872
19	45561107
19	46032622
19	47865870
20	35684633
20	44676687
20	45131097
21	10934054
21	15399782
21	27269978
21	30959875
21	38610786
21	41032541
21	48022218
22	39918604
22	41257198
22	43032788
X	12701661
X	18972501
X	20211697
X	31526345
X	48826129
X	69626750
X	70349995
X	76814235
X	76939409
X	77224509
X	101909693
X	102755663
X	117582909
X	119059129
X	120008795
X	146312342
X	152159412
X	152226640
