chr	pos
1	10161225
1	27333231
1	53715175
1	64605929
1	113058811
1	115130504
1	152191409
1	153065896
1	154842168
1	156849829
1	158064789
1	158647585
1	158725094
1	161137894
1	169509917
1	169510228
1	169510931
1	175365832
1	202733212
1	213178661
1	240341300
2	23980516
2	24194187
2	40405590
2	48026748
2	61473500
2	86276113
2	90458655
2	113675354
2	145187397
2	168101720
2	183699478
2	187368810
2	211053760
2	211053761
2	224903227
3	18393687
3	48538577
3	51312575
3	58849603
3	97596567
3	111603283
3	113377608
3	125694466
3	152554344
3	183528415
3	183643468
4	2691340
4	38020062
4	39439551
4	110635396
4	146648104
4	170057504
4	187540670
5	37310731
5	50090154
5	63257013
5	75979665
5	99921889
5	121786909
5	169018164
5	179149818
6	13791083
6	18457515
6	24658889
6	25973483
6	32709257
6	35423762
6	90573973
6	119327762
6	138200310
6	138751809
6	151055105
7	44739823
7	95614255
8	2976110
8	39495098
8	39495121
8	86572867
8	92007730
8	100403813
8	120233875
8	123964966
8	125603433
8	130774954
8	133771110
8	146017200
9	19516083
9	80049397
9	87285820
9	99521431
9	103070896
9	103092306
9	131271239
9	134454898
9	139259656
10	24508619
10	90512357
10	120927956
10	128796492
10	135438682
11	6235673
11	10824832
11	19372466
11	26587236
11	30900206
11	48285568
11	55999885
11	66026116
11	66742960
11	74617338
11	82693203
11	134131253
12	302499
12	11461753
12	11546342
13	78492504
14	47120792
14	91360826
15	20666554
15	38808408
15	40913863
15	43813808
15	56207669
15	101120811
16	2336816
16	33647541
16	74943795
16	83948758
16	89349778
17	6606341
17	37331819
17	40951117
17	48151330
17	48151340
17	48191337
17	61994796
17	62289958
18	12493166
18	12984036
18	34415224
18	54270189
19	10394280
19	17740081
19	33355014
19	41003406
19	54210759
19	55399791
19	55441984
20	53092395
21	47546031
22	39715633
X	49071972
X	88008722
X	106116842
