chr	pos
1	36643568
1	156646392
2	279929
2	24985627
2	27684174
2	178085811
2	198266834
2	220435173
3	51671237
3	108361310
3	128902646
4	90169766
4	144387374
5	43535014
6	36936305
6	36936306
6	70637883
7	54617804
8	7320316
8	100711854
8	134042071
8	141541670
9	127642392
9	140036529
10	34671595
11	3041474
11	14891131
11	22249114
12	7248882
12	31539184
12	42632439
12	53647129
12	56993005
12	112036785
12	112036800
14	22356497
15	67473711
17	29859302
17	45973612
19	7622127
19	22235314
19	37383859
19	41208580
19	52031508
19	55870230
21	35284619
X	119425116
X	125686013
X	135047288
