chr	pos
1	41107556
1	182638829
1	186114938
1	201195148
1	235969554
2	3691474
2	48026064
2	90193331
2	128466386
2	176948135
2	185803879
2	220073479
3	30732969
3	119887190
3	129251468
3	165548003
3	183777668
3	186289886
4	2632856
4	57777618
4	78641571
4	81504291
4	99997692
5	140558090
5	149506164
6	44337830
6	146273490
8	67361106
8	89128881
8	105360772
8	145756232
9	4697876
9	124535130
9	139413085
10	32760080
11	418799
11	13721993
11	22647101
11	61070124
11	64053963
11	67132465
11	92533084
11	117391933
11	118851366
12	14827630
12	85518261
12	97078470
12	117962852
12	132446488
13	32812053
14	20296135
14	20768956
14	21837411
14	91701363
14	92583984
14	93760714
15	69348934
15	79307681
15	93499774
15	94841761
16	15758653
16	21156602
16	67039294
17	48267696
17	67031890
17	76476820
19	4793061
19	11446172
19	16630926
19	53344032
19	54313428
19	56733993
X	49032432
