chr	pos
1	1273811
1	2938150
1	7826799
1	11126779
1	24668628
1	25747206
1	28527795
1	32162848
1	32841956
1	34677980
1	43914344
1	45484125
1	47571815
1	52878201
1	78430367
1	89732039
1	99774074
1	110453559
1	111059941
1	119466153
1	151150621
1	151150622
1	151220422
1	151341609
1	151641005
1	151735518
1	158325963
1	159847166
1	161043069
1	167024341
1	181727095
1	196971786
1	201984408
1	202863729
1	203771246
1	223176653
1	240492451
1	243437896
1	243668529
1	246704422
2	5837509
2	5839032
2	11053719
2	11598422
2	27304948
2	29405096
2	37455758
2	43571336
2	54080250
2	65543978
2	69709945
2	109352064
2	109352191
2	113820168
2	114195462
2	128381665
2	131672143
2	133531434
2	149544261
2	152394704
2	162087928
2	176982109
2	179365833
2	179399219
2	179437171
2	179495589
2	179585888
2	207425883
2	219144792
2	220029972
2	220030095
2	220428191
2	233757718
2	233785014
3	19492764
3	42708360
3	48205831
3	48884906
3	52437178
3	52582190
3	53321594
3	57293876
3	123674792
3	128993756
3	136078012
3	158541220
3	164697010
3	164741481
3	172634172
4	657639
4	668037
4	758843
4	8239286
4	15692014
4	69203328
4	103717443
4	155507428
4	156276946
5	10250671
5	32074552
5	37036506
5	37224777
5	59940689
5	65339981
5	89781433
5	112350903
5	140182427
5	141243774
5	150071190
6	30234675
6	31864229
6	31868878
6	32014167
6	32083681
6	34831951
6	37142731
6	46821772
6	70992686
6	105607617
6	105607618
6	127608557
6	161491817
6	166580885
6	168370499
7	1855475
7	16901655
7	38356766
7	42001087
7	62752248
7	73530278
7	75633094
7	77647632
7	87329835
7	97922788
7	99918560
7	103969452
7	121960201
7	128637526
7	130027834
7	142723557
7	142997036
7	143175013
7	143826248
7	146997236
8	6728310
8	11995043
8	22085783
8	28980966
8	49642371
8	71593475
8	104897995
8	118173976
8	145659544
8	145998848
9	178889
9	33280921
9	37785042
9	43627712
9	97822982
9	114989809
9	123626356
9	125273111
9	139370924
9	139371510
9	139818343
10	26417425
10	29698580
10	29822309
10	47668656
10	48388081
10	56089395
10	69970496
10	70136674
10	90353745
10	102789795
10	129905388
10	131565154
10	135020478
11	56344838
11	58295017
11	63585350
11	112064599
11	118965872
11	119533101
12	21624448
12	32906904
12	40699758
12	42554409
12	51442167
12	51901264
12	52844366
12	53687103
12	54960780
12	55688147
12	93157830
12	108685663
12	109877536
12	122989787
12	123459828
12	124323149
12	125432666
13	35745436
13	39264032
13	50594471
13	61987728
13	103385001
14	20612227
14	24806294
14	37180649
14	39763234
14	45465012
14	47343356
14	50910698
14	71489920
14	80664102
14	101347453
14	102392198
14	102393739
14	102506619
15	25442572
15	54817750
15	55647174
15	65620511
15	75982881
16	239397
16	2111884
16	11066827
16	18586122
16	18882759
16	19074036
16	21416240
16	48576804
16	70295043
16	81077445
16	81077959
16	81180949
17	5084841
17	5084876
17	8171985
17	20109165
17	21092138
17	26575172
17	27182130
17	27613976
17	33977727
17	37371404
17	38421118
17	38976838
17	45822356
17	48829586
17	56650643
17	56774163
17	63007626
18	8296421
18	13387562
18	19418375
19	1090909
19	10655726
19	11200196
19	11649791
19	15224540
19	17305933
19	18561338
19	18572462
19	19337411
19	32954789
19	36018033
19	36018034
19	38600980
19	40581112
19	41120238
19	41518301
19	46815449
19	47424220
19	48305209
19	48637316
19	51534101
19	52941496
19	55815948
19	58982741
20	44588976
20	50406888
20	60498707
20	62045509
20	62045529
21	34904683
21	40550497
21	43231133
21	43231143
21	43531075
21	45176059
22	17265193
22	20458665
22	25580958
22	29177021
22	29183053
22	32756308
22	37640284
22	50956041
X	12735653
X	17744187
X	49087754
X	64738311
X	70683738
X	73041247
X	78010489
X	100603704
X	107414135
X	152853771
X	153940975
