chr	pos
1	156621427
1	175105027
1	205819140
1	207697152
1	233507804
2	24533237
2	220101856
3	8794835
3	30713171
3	53752385
3	123021980
3	178984555
4	16504411
4	56877620
4	80246531
4	96762066
5	145886749
5	146750320
5	156590194
5	167489122
6	32974460
6	41704646
6	112575382
7	4188979
7	5232787
7	5644983
7	42005299
7	44715672
7	77885649
7	111368508
7	154684403
7	157926586
8	23294452
8	25193885
8	32505842
8	67341337
8	81888976
8	121160087
9	131669884
9	139944888
10	26434386
10	30336573
11	5462461
11	72295749
11	77907359
11	102980335
11	130343367
12	6138548
12	7086376
12	25398284
12	66641598
12	67691335
12	108051434
12	110221488
12	112642326
12	112642327
12	112642347
12	122825945
13	23912096
13	39262875
13	46357678
14	28734026
14	32623887
14	33291973
14	36840911
14	102028119
14	104618363
15	43552730
15	63881225
15	79603582
15	84705713
16	3706107
16	49671084
17	7577141
17	8791989
17	27401145
17	66253070
17	72363648
17	79412086
18	3879329
18	42530405
19	2255335
19	5244288
19	34884838
19	39914871
19	40093198
19	43411814
19	52272706
19	57175831
20	3673686
20	34240896
21	11098773
21	46596475
21	47648552
22	18021889
22	24939822
X	30326930
X	30327066
X	34148936
X	40526067
X	48819916
X	56310931
X	83724365
X	107316507
X	119243069
X	130218925
X	146342062
