chr	pos
1	12939661
1	22202370
1	23208941
1	42621286
1	43663242
1	45268429
1	62916624
1	94972174
1	109813168
1	110086927
1	118477108
1	152732421
1	152884058
1	153660530
1	167973911
1	177226388
1	226789754
1	229568027
1	235383751
1	236716983
1	237777446
2	18765969
2	30863168
2	30863174
2	37873588
2	74077619
2	80773162
2	112588897
2	113788646
2	118703126
2	130900839
2	174774691
2	175094076
2	177016484
2	178098960
2	179393094
2	179499165
2	182360122
2	204304738
2	209010507
2	220154978
2	220164721
2	220354509
2	228221826
2	241535885
3	16313177
3	98251163
3	130399528
4	39924314
4	87653763
4	88356180
4	173942728
5	9122803
5	10415612
5	70808182
5	73981268
5	135692672
5	150887058
5	176936488
6	10404765
6	24569028
6	28116110
6	44254102
6	56006594
6	56468158
6	76527246
6	101312040
6	107908338
6	119345412
6	133004243
6	135679284
6	152639448
7	11053396
7	43484575
7	48273629
7	73657531
7	90894521
7	102760181
7	142148944
7	143657025
7	146829596
8	19250842
8	140630927
9	5080270
9	77353418
9	88916323
9	96278353
9	101513319
9	103035180
9	113704217
9	131476384
9	139399887
9	139400124
9	139400126
9	139401856
10	72637064
10	97919065
10	117607476
10	135369482
11	1018394
11	9494253
11	18956110
11	58477548
11	61084025
11	62397703
11	66975079
11	78381424
11	102589172
11	105923634
11	124955860
11	126073280
12	7085038
12	20709614
12	31540647
12	49438040
12	98995213
12	98995275
13	46638848
13	77862415
14	21560966
14	24711514
14	25326285
14	71495433
14	75266402
14	103806896
15	44092974
15	45007719
15	48936854
15	56748599
15	57754079
15	59080149
15	102244135
16	602965
16	721776
16	27459826
16	27761023
16	31091077
16	66998385
16	67233630
16	67974269
16	68266312
16	68266313
16	81077781
17	1554406
17	37649098
17	38950265
17	39537389
17	39596478
17	42850447
17	43044840
17	53077096
17	61611355
17	62080942
17	62081145
17	78318498
17	78318661
17	79428055
18	3729211
18	31432886
18	32443934
18	33779772
19	8376340
19	13246773
19	15562617
19	19010503
19	21910654
19	35793405
19	42796810
19	44503364
19	50475333
20	1532442
20	3782998
20	30898811
20	31571671
21	22710717
21	28217230
21	28217233
21	34860889
22	18640453
22	22735436
22	30890922
22	32791044
22	43464472
22	43464588
X	18622355
X	18924858
X	30712558
X	47272358
X	48047122
X	66765955
X	69177110
X	84525754
X	134856786
X	135429208
X	140271259
