chr	pos
1	6579504
1	11148180
1	40981315
1	144882629
1	152280892
1	154164605
1	158576965
1	158735908
1	159038364
1	182357738
1	186107004
1	196436900
1	197404691
1	201965365
1	204957960
1	207818618
1	212798536
1	214819612
1	215953234
1	231155775
1	231360011
1	235969280
1	248458092
1	248737700
2	30142901
2	65495908
2	74074838
2	80772155
2	99413824
2	105900854
2	119735424
2	131520886
2	163374403
2	225729702
2	227662367
2	238820339
3	9952719
3	15493043
3	36547287
3	49940131
3	147128793
4	1231903
4	57797925
4	140265457
4	167833839
5	3599509
5	35955945
5	36137544
5	37381716
5	42718755
5	118264397
5	140857475
5	167625880
6	24716427
6	26032138
6	32407797
6	33283600
6	117715368
6	152623078
7	21550876
7	72413209
7	73646486
7	95822369
7	100732273
7	102098218
7	140373345
8	14412241
8	22423915
8	51664597
8	53540692
8	72951100
8	86050456
8	103236281
8	140630790
8	145012848
9	116942
9	14812807
9	33120514
9	35722213
9	36607624
9	101014156
9	116136446
10	17110770
10	125521576
10	129903680
11	5322712
11	5528897
11	55904544
11	56128305
11	59604745
11	62294023
11	64360260
11	67177161
11	123813997
12	2614033
12	15095625
12	32793567
12	33031142
12	76453937
12	100732958
12	106824070
13	27829576
13	49281757
13	92101127
14	20248660
14	21624033
14	59113771
14	94563235
14	106967199
15	41864688
15	42807516
16	3830776
16	19628106
16	24873949
16	27784423
16	51173190
16	68405224
16	77323240
16	87636931
17	1637420
17	7577534
17	7809948
17	10204954
17	29185273
17	40148407
17	40717696
17	79661951
17	80016247
18	346304
18	31432871
18	77107902
19	9057103
19	11942797
19	14736389
19	17441651
19	20308061
19	35862375
19	39926569
19	44611289
19	50462142
19	54290986
19	54308642
19	54724566
19	54744318
20	2641345
20	8628591
20	23420974
20	36845697
20	40735448
20	44313472
20	47682761
21	39087252
21	42813764
21	42813770
21	44182266
21	47544811
22	36708192
22	36708193
22	37334339
22	42461823
22	50899988
X	30268920
X	34148722
X	38158326
X	123179174
X	129281528
X	144904563
X	144904564
