chr	start	end	WT.count	mut.count	subclonal.CN	nMaj1	nMin1	frac1	nMaj2	nMin2	frac2	phase	mutation.copy.number	subclonal.fraction	no.chrs.bearing.mut
1	6007176	6007177	60	8	2	1	1	0.54	1	1	0.46	unphased	0.941176470588235	0.941176470588235	1
1	9164642	9164643	31	4	2	1	1	0.54	1	1	0.46	unphased	0.914285714285714	0.914285714285714	1
1	16060377	16060378	35	3	2	1	1	0.54	1	1	0.46	unphased	0.631578947368421	0.631578947368421	1
1	22176867	22176868	15	4	2.31	2	1	0.31	1	1	0.69	unphased	1.74947368421053	1.74947368421053	1
1	31230535	31230536	29	5	2.4	2	1	0.4	1	1	0.6	unphased	1.23529411764706	1.23529411764706	1
1	33760841	33760842	39	8	2.4	2	1	0.4	1	1	0.6	unphased	1.42978723404255	1.42978723404255	1
1	37267441	37267442	47	6	2.24	2	1	0.24	1	1	0.76	unphased	0.932830188679245	0.932830188679245	1
1	43906966	43906967	138	13	2.24	2	1	0.24	1	1	0.76	unphased	0.709403973509934	0.709403973509934	1
1	44437367	44437368	88	5	2.24	2	1	0.24	1	1	0.76	unphased	0.443010752688172	0.443010752688172	1
1	47746352	47746353	174	10	2.24	2	1	0.24	1	1	0.76	unphased	0.447826086956522	0.447826086956522	1
1	52704042	52704043	113	5	2.24	2	1	0.24	1	1	0.76	unphased	0.349152542372881	1.45480225988701	0.24
1	70452009	70452010	49	6	1.06	2	1	0.03	0	1	0.97	unphased	0.770181818181818	0.770181818181818	1
1	75037418	75037419	115	19	1.24	2	1	0.12	0	1	0.88	unphased	1.0265671641791	1.0265671641791	1
1	77093235	77093236	102	25	1.24	2	1	0.12	0	1	0.88	unphased	1.4251968503937	1.27249718785152	1.12
1	78338686	78338687	192	22	1.24	2	1	0.12	0	1	0.88	unphased	0.744299065420561	0.744299065420561	1
1	79093906	79093907	52	6	1.24	2	1	0.12	0	1	0.88	unphased	0.748965517241379	0.748965517241379	1
1	94546094	94546095	124	19	2.42	2	2	0.21	1	1	0.79	unphased	1.11874125874126	1.11874125874126	1
1	99358544	99358545	32	6	2.42	2	2	0.21	1	1	0.79	unphased	1.32947368421053	1.32947368421053	1
1	103343505	103343506	46	6	2.42	2	2	0.21	1	1	0.79	unphased	0.971538461538462	0.971538461538462	1
1	104160683	104160684	195	16	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
1	107867375	107867376	66	10	1.06	2	1	0.03	0	1	0.97	unphased	0.928947368421053	0.928947368421053	1
1	109734401	109734402	187	13	1.06	2	1	0.03	0	1	0.97	unphased	0.4589	0.4589	1
1	109806902	109806903	89	15	1.06	2	1	0.03	0	1	0.97	unphased	1.01826923076923	1.01826923076923	1
