chr	pos
1	6636587
1	17945879
1	43778232
1	46498298
1	47398693
1	53558273
1	57489226
1	75037969
1	89637521
1	110301983
1	110301984
1	151112559
1	156105739
1	156510631
1	158670049
1	159799751
1	160771793
1	179659832
1	182835669
1	207697352
1	232943052
2	11332367
2	27276415
2	79385887
2	80808870
2	95481683
2	113593774
2	136545942
2	136566133
2	137988803
2	141459298
2	149226614
2	167133616
2	179439595
2	179439596
2	179592993
2	179629430
2	185801846
2	185802576
2	193056684
2	214794733
2	215891607
2	219857884
2	227896870
2	227906897
2	234366951
2	234580650
2	240960815
3	12983362
3	13860502
3	30880536
3	37035069
3	45817382
3	45817383
3	48699301
3	48699302
3	49161487
3	49724853
3	51378772
3	71247495
3	100489719
3	107491668
3	112289504
3	121712277
3	126268892
3	129233370
3	129233371
3	130292883
3	136141811
3	150883728
3	173998845
3	186038345
3	189590736
3	195517978
4	3210517
4	3210518
4	40351143
4	52861712
4	54968092
4	68380275
4	69334599
4	79371306
4	119951009
4	122824207
4	122835992
4	185340707
5	13830149
5	45645616
5	54642858
5	110427976
5	140214425
5	140516745
5	153085289
5	156482347
5	156593105
5	175998270
5	178139426
5	179745858
6	31852325
6	43473343
6	47682860
6	52373036
6	55922373
6	55929387
6	57012155
6	99997389
6	106553562
6	109867206
6	136599661
6	159103998
7	2255796
7	47698748
7	89982131
7	100553020
7	107329560
7	136700446
7	140453136
7	142111483
7	146829450
7	148767528
8	2050499
8	2815309
8	3008918
8	29194636
8	35579907
8	62479785
8	69005918
8	87660079
8	124340651
9	14722163
9	14868761
9	35555305
9	74300161
9	78848491
9	79322840
9	86616475
9	100975447
9	113243573
9	121976091
9	131038524
9	131600340
9	134404537
9	135932207
9	140711972
9	140901268
10	15120537
10	37506734
10	61828507
10	73567455
10	96068343
10	96484232
10	96748665
10	134161711
11	1092136
11	34502410
11	47712109
11	55735333
11	56229951
11	66191069
11	66357991
11	76796030
11	102643649
11	121461713
11	121490524
12	6691339
12	8612264
12	9318777
12	13906478
12	21196407
12	21325643
12	48379519
12	49445878
12	68709041
12	119617332
12	122748207
12	123351825
13	19751421
13	20763301
13	22275620
13	43986164
13	95830017
13	114083350
14	21025135
15	20488902
15	34021120
15	34040399
15	38233389
15	39892957
15	39892958
15	39910314
15	40005658
15	40710501
15	43498698
15	84373227
15	86286780
15	100332406
16	31476420
16	83704457
16	89347448
16	89761464
17	1563755
17	4458201
17	10351246
17	17921914
17	18923163
17	26684704
17	33466948
17	36707463
17	62050058
17	73753115
17	74004113
17	74094054
17	78190938
17	79166327
18	40695504
18	47814100
18	63430210
19	6897264
19	9082412
19	9088132
19	9090539
19	10394278
19	16060702
19	18096193
19	36278332
19	40172147
19	41703702
19	41939227
19	42383132
19	43372181
19	48981728
19	50912809
19	52249733
19	55298072
19	57325501
19	58565318
20	9561218
20	29632693
20	30064320
20	40733211
20	43836998
20	55208508
21	30926026
21	42845326
22	50721178
X	69283110
X	69283111
X	99917309
X	114082716
X	140985027
