chr	pos
1	1289296
1	6158762
1	6694587
1	17991069
1	46500283
1	51761791
1	79412048
1	90486427
1	109148855
1	152976049
1	172277988
1	182525282
1	201046155
1	207760833
1	231042601
1	232945598
1	236881238
1	238090313
2	277266
2	5839757
2	43813540
2	63092103
2	72371121
2	113959028
2	142567848
2	149519486
2	179463285
2	179470150
2	210559239
2	222347238
2	231079722
2	233759548
2	234112784
3	430967
3	30827849
3	33099714
3	36526541
3	46449560
3	47307360
3	71008253
3	96706423
3	121251856
3	156009561
4	2814128
4	39928476
4	46060339
4	46060340
4	104079539
4	159894436
4	159894437
4	188924570
5	21459680
5	43298941
5	76785371
5	93076516
5	96332096
5	101816070
5	112177044
5	120022379
5	120022380
5	139189077
5	140242040
5	158603765
5	158603766
5	180666567
6	28228564
6	31846814
6	43517661
6	50681590
6	52869894
6	52869907
6	117198538
6	130166922
6	152765606
6	152765624
7	2979547
7	29923639
7	31683115
7	37780403
7	44579861
7	71130478
7	99621227
7	107216972
7	127983927
7	131825502
7	136699983
7	141731507
8	6793612
8	8185737
8	17794745
8	19250999
8	22051571
8	25715971
8	28360311
8	38067967
8	68105731
8	91946573
8	101540171
8	113237152
8	113519006
8	128751001
8	144124680
8	144460480
8	144644198
9	14816837
9	35697837
9	35841793
9	99522164
9	100056292
9	107584777
9	112185130
9	125329852
9	139904510
10	18145281
10	18331893
10	54048601
10	61413875
10	71136836
10	134660574
11	5221902
11	6477958
11	10651167
11	46895257
11	46896621
11	48346884
11	51412172
11	58125852
11	62063822
11	88911272
11	130058534
12	51237659
12	52822123
12	52841356
12	53823987
12	54382961
12	78513202
12	82752141
12	85546125
12	89744457
12	101491695
12	109637346
12	109637347
12	112499100
12	113835135
12	123474487
12	123497236
12	130184497
13	24797411
13	33017687
13	38164531
13	42293771
14	24040535
14	36240179
14	38724364
14	38724365
14	68274384
14	69350972
14	69350974
14	70712622
14	74036182
14	99640713
14	102478246
15	23812504
15	32716897
15	42734378
15	45713263
15	48796007
15	60758888
15	76632729
15	80465405
15	83687553
15	101718497
16	3165349
16	29873915
16	32893126
16	50744820
16	55736246
16	57549306
16	89661808
17	28295950
17	32959819
17	34261843
17	35880688
17	37093476
17	37814042
17	39534380
17	42335438
17	66303755
17	72949120
17	75212309
17	80320463
18	57364549
19	2217053
19	2226716
19	2989558
19	7996055
19	8028565
19	10426560
19	13054680
19	20308237
19	21367335
19	21720692
19	35979362
19	38056942
19	40929016
19	42636560
19	44890851
19	46971527
19	49248991
19	50393089
19	51465087
19	51503358
19	51830117
19	51961640
19	56166410
20	50701265
20	56227370
20	62839764
21	35260748
21	41505791
22	24472172
22	26423432
22	31487025
22	32211485
X	12905757
X	21627708
X	66766453
X	69669639
X	70712062
X	70712063
X	75005070
