chr	pos
1	6007177
1	9164643
1	16060378
1	22176868
1	31230536
1	33760842
1	37267442
1	43906967
1	44437368
1	47746353
1	52704043
1	70452010
1	75037419
1	77093236
1	78338687
1	79093907
1	94546095
1	99358545
1	103343506
1	104160684
1	107867376
1	109734402
1	109806903
1	109806904
1	111773562
1	114442437
1	119427515
1	119934839
1	119962112
1	151681753
1	151993707
1	152084594
1	152186158
1	152552371
1	154233385
1	156504385
1	156670413
1	157773696
1	158261143
1	158324281
1	158627383
1	158669643
1	159410054
1	161569446
1	163039171
1	175372402
1	185972977
1	185985327
1	186123036
1	192547379
1	193121524
1	196302978
1	196436869
1	196762604
1	199996854
1	201294890
1	202462243
1	209936007
1	214507488
1	214788275
1	215751377
1	216348676
1	221879722
1	228487601
1	232577115
1	247654476
1	248436290
1	248513002
1	248525562
2	1926497
2	3652038
2	6991649
2	11756756
2	20494238
2	25180693
2	27456887
2	27745432
2	28851985
2	31565098
2	39213261
2	39411790
2	40657159
2	44132864
2	44457451
2	48573347
2	50850546
2	55449427
2	71592748
2	72362527
2	85769168
2	89513162
2	95541471
2	99767207
2	103136408
2	109384162
2	122125321
2	130832835
2	130869662
2	135870742
2	138739082
2	141819675
2	152226737
2	152553972
2	159517965
2	169763195
2	174828613
2	175962273
2	175979528
2	178080266
2	178482620
2	178981057
2	179642521
2	185800547
2	187531956
2	219754758
2	220412305
2	228881511
2	228881903
2	231307808
2	231973824
2	233899005
2	239040097
2	240969720
2	240985363
2	241683419
2	242092999
3	7620879
3	9791855
3	10443779
3	14861878
3	16399487
3	38348841
3	38797308
3	39307161
3	39307746
3	44803263
3	47316772
3	50677845
3	51978403
3	52021460
3	52181101
3	52257072
3	75471349
3	78766949
3	88040607
3	89448526
3	93733458
3	98568333
3	108072463
3	112545958
3	112736346
3	121204000
3	125876325
3	128181853
3	133663999
3	136573597
3	140178489
3	141011680
3	146246550
3	154146887
3	155861016
3	157823829
3	160134080
3	160146596
3	164758731
3	165548018
3	167248993
3	195015484
3	197408055
3	197687287
4	2934858
4	7436099
4	20597334
4	20618587
4	37903639
4	38690331
4	39077641
4	39304215
4	54876225
4	55968070
4	66467710
4	71508511
4	78087113
4	94690559
4	96761553
4	114199072
4	126372632
4	140811464
4	140811465
4	151770091
4	155156193
4	159092390
4	160274785
4	165961387
4	175688112
4	176594895
5	458016
5	1264599
5	1494859
5	7712986
5	19612606
5	24509733
5	33576343
5	33947387
5	35740237
5	36049053
5	37305173
5	39383274
5	44809472
5	76028663
5	76932725
5	86670002
5	94784045
5	109124652
5	112178169
5	128351709
5	132199939
5	140167713
5	140174890
5	140181056
5	140222462
5	140595934
5	145640433
5	149441320
5	156934092
6	1390753
6	26204924
6	28541447
6	30711923
6	31778377
6	31962307
6	33543631
6	34741303
6	43214425
6	46605711
6	51923123
6	56047342
6	57006773
6	64394906
6	64404627
6	74475671
6	86349987
6	90459321
6	96034808
6	116967063
6	117130723
6	130374009
6	133091439
6	151939253
6	152558015
6	155154150
6	167352485
7	888078
7	15652098
7	15666404
7	19184717
7	20199487
7	27239055
7	33014337
7	34917756
7	47408399
7	51111375
7	57188034
7	57188044
7	72658395
7	73008232
7	76984582
7	87144691
7	87737565
7	88962752
7	88965825
7	92763046
7	94037547
7	94057622
7	99697245
7	104748284
7	115889218
7	120969705
7	124404651
7	127014885
7	131853231
7	141536910
7	142639553
7	143048935
7	143771665
7	148703051
7	150325553
7	150742328
7	150934943
8	1719242
8	2021570
8	10466108
8	10466744
8	33406305
8	36768520
8	38272294
8	39644501
8	41468329
8	54891616
8	61533398
8	70488292
8	70981407
8	70981408
8	72958838
8	87424073
8	97797154
8	105361677
8	106814031
8	110477324
8	122626810
8	130863099
8	131964215
8	139165277
8	139606339
8	139809090
8	144130653
8	144680972
8	144994145
9	439300
9	5922650
9	8500944
9	21217147
9	23701584
9	35660488
9	35685460
9	74838075
9	77376684
9	78686810
9	94486794
9	104187792
9	128201249
9	135163991
9	138012049
9	139261262
10	8007705
10	16918969
10	22680715
10	23482681
10	25887762
10	27497291
10	38246392
10	43883130
10	50118298
10	101825111
10	105759647
11	3746414
11	4608620
11	6261342
11	6432502
11	21251000
11	27378978
11	30925143
11	33667445
11	48510588
11	51515704
11	55136143
11	55563352
11	58035306
11	59245789
11	60075608
11	74417561
11	89774402
11	108380319
11	113650646
11	116693432
11	117389255
11	118375038
11	118636046
11	118948671
11	119983130
11	123777454
11	123886663
11	124789652
11	128359245
11	130343371
11	130785467
12	2659755
12	4737400
12	5744483
12	12240275
12	13720119
12	18234245
12	27555605
12	29649572
12	31842036
12	49441794
12	52886640
12	53165928
12	55641974
12	57578912
12	62936895
12	65088746
12	71139753
12	71833872
12	76763448
12	101876625
12	105546208
12	110252418
12	111758468
12	121001395
12	122723166
12	129558589
13	33716508
13	36049996
13	41134875
13	46541881
13	52439610
13	52598366
13	53617258
13	58240827
13	78472358
14	20389554
14	22521191
14	22521193
14	23842108
14	29237947
14	63468160
14	68040045
14	91356974
14	103371735
14	104642724
15	35163077
15	35274610
15	42743868
15	48707824
15	49060478
15	50474890
15	63019331
15	63967119
15	74241873
15	74241882
15	76426525
15	78290658
15	80263556
15	80767500
15	88678389
16	3640014
16	12009908
16	14020516
16	17294470
16	17451904
16	18860662
16	19711876
16	30964924
16	31004124
16	50368765
16	55725892
16	56782199
16	56903738
16	58633194
16	58757763
16	61687968
16	67694252
16	69726114
16	71780567
16	71790027
16	71790028
16	76513434
16	81253804
16	84690870
16	86544300
16	86601175
16	89828400
17	3182006
17	5462840
17	6980286
17	7577547
17	7577548
17	8044235
17	10430275
17	10430276
17	13399897
17	27999015
17	33749699
17	37186536
17	48190142
17	60758261
17	65120094
17	72324566
17	80439066
17	81006548
18	6943263
18	8376571
18	10681678
18	28612174
18	28934766
18	30267170
18	42530307
18	43462398
18	51820886
18	56363625
18	56585970
18	61305019
18	63530032
18	70450945
18	77067081
19	3281300
19	4318918
19	5455700
19	6693471
19	7122757
19	7598408
19	9059351
19	9070965
19	9324816
19	10418891
19	12949441
19	13065227
19	14938443
19	14952492
19	14991322
19	22817231
19	30164955
19	31039884
19	35530609
19	36050797
19	36221470
19	36293101
19	36564398
19	37974962
19	39591587
19	39899295
19	44244333
19	44590660
19	44610912
19	45262867
19	45477825
19	46417799
19	46815502
19	48725103
19	49557613
19	51857841
19	52477654
19	53432595
19	56300736
19	57175297
19	58048905
19	58058874
19	58579564
20	1538295
20	1552626
20	2380966
20	3324334
20	17475130
20	21695491
20	33345052
20	40112039
20	40126168
20	43850823
20	44663642
20	52645240
20	60578833
20	60892525
20	60893644
20	60900472
20	61919105
21	19666685
21	41710195
21	45389112
21	46021013
21	46021507
21	46321536
22	19504397
22	22682066
22	26688868
22	30738815
22	38229018
X	1713004
X	3241187
X	17820135
X	32404497
X	49088147
X	51488283
X	54569698
X	63410734
X	73066879
X	76920161
X	78011498
X	78216960
X	83129165
X	83129330
X	86067970
X	86068165
X	88009007
X	88009017
X	100075409
X	118723608
X	132887564
X	133700756
X	140996384
X	142716741
X	150780189
X	155231146
Y	6955407
