chr	pos
1	1341096
1	5927958
1	8073423
1	17555182
1	46751145
1	102271685
1	111494486
1	118168182
1	120839624
1	147092530
1	150671067
1	151778915
1	152083351
1	152281292
1	152636635
1	154931793
1	155292300
1	157504366
1	171765995
1	175916344
1	177199111
1	178485749
1	182517465
1	186329450
1	192548402
1	200550340
1	205500795
1	207245694
1	207643282
1	223853118
1	238048573
1	240601442
2	1926174
2	8919137
2	25819006
2	56098002
2	62451341
2	119699782
2	130865580
2	149543989
2	152473927
2	152534508
2	155303175
2	165557052
2	198953586
2	234078761
2	238287845
3	107097090
3	167159803
3	183776324
4	7045509
4	39201126
4	40123848
4	42965143
4	185033941
5	19571838
5	23510134
5	43486847
5	64064874
5	68651607
5	128369147
5	137485368
5	140562308
5	140605647
5	140731163
5	140763436
5	168727673
5	169267834
5	175530270
6	33414444
6	43226800
6	66005906
6	69349286
6	80228679
6	90408665
6	123696761
6	128388829
6	130762934
6	159654122
7	16505374
7	31904592
7	72936276
7	99674959
7	117375412
7	141795408
7	148484107
7	148484108
7	150325099
8	20112702
8	53596502
8	62496560
8	72111545
8	95900175
9	34568951
9	35680975
9	37588927
9	90219980
10	7318928
10	23729363
10	72357836
10	75407632
10	107006989
10	116603573
10	122263103
10	135009312
11	621353
11	45246411
11	48142579
11	60670109
11	64600763
11	66367109
11	73068372
11	103060402
11	118376851
11	118650350
12	10312560
12	15656872
12	20769307
12	32491901
12	41419025
12	49433342
12	53089605
12	70934703
12	88534999
12	104682706
12	108168997
12	121154759
12	124821697
13	26152991
13	32776494
13	52971697
14	64494342
14	90783115
14	102446137
14	107083476
15	54305889
15	89003046
16	3712858
16	11991860
16	15224267
16	20084946
16	20489989
16	69353433
17	12608447
17	27030972
17	35300131
17	38936060
17	39890781
17	64961144
17	65689073
17	68176004
17	72842250
17	76399940
18	6956653
18	47796315
18	47809307
18	64211362
18	76757118
19	1510211
19	3913803
19	13617016
19	19906192
19	41117271
19	41858864
19	44933761
19	45873616
19	53912049
19	55869581
19	56388508
19	58469865
20	4708634
20	25478971
20	31643273
20	32207337
20	42343871
20	58348348
21	11026740
21	41032874
21	43504289
21	47692553
22	20862470
22	25627596
22	29130702
22	35661318
22	42280874
X	12516855
X	19367462
X	49646154
X	69497340
X	100125805
X	119677623
X	130218250
X	144905172
X	144906450
X	153691942
