chr	pos
1	19181215
1	31189635
1	71512621
1	104120458
1	145562089
1	151039754
1	197031090
1	200522428
1	205238131
1	212190316
2	27282091
2	27282102
2	187521024
2	220045419
3	45718433
3	49405969
4	41615602
4	89410411
4	153573702
5	140603486
5	141358326
5	179765564
6	26124452
6	28227901
6	128134119
6	163876423
7	75145475
7	81374361
7	158448978
8	8877957
8	92406060
9	125748609
9	139972985
11	3047945
11	4511001
11	31327200
11	117306455
11	124440326
12	7526210
12	27143411
12	68050889
14	89069296
15	62212323
16	10032264
16	68344740
16	76389352
17	7578375
17	11837345
17	18155351
17	73569677
19	5231577
19	19738137
19	38573722
20	44004128
21	45739964
22	17473053
22	20922844
X	100911184
