chr	pos
1	3415741
1	16385031
1	17395536
1	18703368
1	18807457
1	24143201
1	39469957
1	40125092
1	53975700
1	74507278
1	97981479
1	99422193
1	145415660
1	154744734
1	245912838
2	21227488
2	61021301
2	96260179
2	109086275
2	119915393
2	128463917
2	132021744
2	145162505
2	179596497
2	204304071
2	209010729
2	214149401
2	222436998
2	230411790
2	234173560
2	238275460
2	240982374
3	33866733
3	38348005
3	38750990
3	186370469
3	189507519
4	25821535
4	55958864
4	73986678
4	153251901
4	153271206
4	156618215
4	169158873
4	183958909
5	36265126
5	37835807
5	63510221
5	132018286
5	140257074
5	140562538
5	164028124
6	28501867
6	29523787
6	29576386
6	37605039
6	88763681
6	90604409
6	105609486
6	117645564
6	119324168
6	151672397
6	160206464
6	161510473
7	2962846
7	6566374
7	6805370
7	45125190
7	64292097
7	74237271
7	87037518
7	103004631
7	154002599
7	154863299
8	2796204
8	17731885
8	21984769
8	26365183
8	27145231
8	91643932
8	116599698
8	133142093
8	144124588
8	145662277
9	4117899
9	15433600
9	84603895
9	84606600
10	28260161
10	37431046
10	37431115
10	43606913
10	50034812
10	51889762
10	61829033
10	70426935
10	73491853
10	106160468
10	119100490
11	6655209
11	7441758
11	9172291
11	64674883
11	68575066
11	76885889
11	118962859
11	128710086
11	128710105
12	25398281
12	53722892
12	54737081
12	117724058
12	118490150
12	122386916
12	124838658
12	126137055
13	20632767
13	52515241
14	21548835
14	58909440
14	75409358
14	100848014
15	28459027
15	49031107
15	52885908
15	89869960
15	89870445
16	4797375
16	16138525
16	16232299
16	49525140
16	55880487
16	69375484
16	77225404
16	78011577
17	3101437
17	30358443
17	45384950
17	80446002
18	14543293
18	56964100
19	501739
19	4157245
19	9090251
19	10402926
19	17608117
19	21239944
19	23329018
19	41699200
19	42880244
19	46095528
19	50303389
19	53057342
19	54625258
19	57764473
20	33589110
20	60585127
20	62178671
21	34399549
21	37734524
22	50725604
X	1484071
X	24766440
X	34148722
X	35993862
X	49020280
X	57162355
X	63444779
X	63569894
X	69385814
X	101395951
X	105970343
X	117043745
X	128615123
X	140995660
X	153599408
X	154157962
