chr	pos
1	13283
1	17084248
1	36553096
1	40766972
1	62962100
1	75683549
1	92948507
1	94354618
1	113161421
1	152659555
1	152883619
1	174969140
1	197115334
1	203278181
1	204412635
1	226253376
1	231335933
1	247615234
2	5840684
2	85570476
2	109065658
2	113088648
2	113240044
2	128770679
2	131672272
2	152830216
2	168105569
2	219294067
3	19492877
3	37034693
3	38180144
3	38646358
3	39544221
3	49691172
3	49898377
3	51266984
3	54930765
3	57325992
3	121774256
3	129284292
3	143709535
3	186369007
4	678562
4	48851966
4	55162050
4	55569927
4	70822068
4	73968178
4	73968179
4	77818892
4	80828521
4	144141641
4	166913994
4	183268060
4	185941786
4	187541252
5	34929981
5	38876369
5	79815573
5	82815962
5	112478945
5	137722306
5	148384189
6	1395086
6	32169002
6	32709255
6	41066503
6	42890931
6	53989384
6	90494813
6	109798047
6	129748968
6	130465649
7	2998258
7	24789339
7	42004043
7	53103605
7	76941497
7	82580150
7	87795198
7	100007125
7	100681610
7	141871226
7	142378889
7	144075925
7	148768385
7	149488980
8	32621448
8	37996551
8	37996991
8	37997074
8	42294897
8	70981465
8	77764809
8	77764810
8	89051179
8	95189868
9	18928013
9	19619682
9	98220393
9	119097222
10	18807318
10	22209751
10	37421200
10	46999425
10	47086727
10	61832163
10	88752224
10	88753182
10	89692905
10	105354222
10	111624961
10	132891352
11	4703452
11	6567732
11	34118080
11	34515199
11	43400813
11	56114229
11	92525991
11	96104265
11	118768042
11	118851328
11	119531986
11	120989338
12	39064600
12	72030803
12	96932269
12	109872858
12	122473295
12	122726975
12	132322736
13	19752399
13	20346552
13	28592697
13	31498506
13	49842027
13	64415392
13	84454931
13	97999282
14	25281842
14	60591771
14	61115431
14	76425239
14	94526677
15	25446489
15	31251070
15	32816692
15	35271589
15	45051858
15	51792233
15	63433748
15	64673671
15	76603737
16	1584287
16	2551330
16	19034458
16	21008706
16	27802624
16	48330006
16	81348682
17	7012178
17	7577094
17	9674904
17	18416311
17	30300205
17	34641600
17	42269438
17	54672194
18	3100422
18	10744224
18	28672233
18	31432684
18	60562320
18	63511153
19	1625600
19	2041047
19	10906062
19	11475235
19	18100534
19	23544864
19	24288743
19	35622891
19	44531193
19	47983624
19	51961440
19	52569856
19	58067498
20	16253811
20	23065845
20	33128423
20	35885305
20	44588846
20	46265361
20	47628603
20	55043652
21	11039015
21	46330235
21	47404312
22	29450709
22	37452374
22	39262368
22	39626119
X	7137613
X	17879334
X	18258304
X	34657375
X	57020992
X	62974314
X	63551614
X	99891692
X	133560461
