chr	start	end	WT.count	mut.count	subclonal.CN	nMaj1	nMin1	frac1	nMaj2	nMin2	frac2	phase	mutation.copy.number	subclonal.fraction	no.chrs.bearing.mut
1	2411650	2411651	40	34	2	2	0	1	NA	NA	NA	unphased	1.67076167076167	0.835380835380835	2
1	12429703	12429704	71	26	2	2	0	1	NA	NA	NA	unphased	0.974695407685098	0.974695407685098	1
1	12446367	12446368	31	53	2	2	0	1	NA	NA	NA	unphased	2.29437229437229	1.14718614718615	2
1	19644209	19644210	80	93	2	2	0	1	NA	NA	NA	unphased	1.95480819758276	0.977404098791382	2
1	27121173	27121174	51	17	2	2	0	1	NA	NA	NA	unphased	0.909090909090909	0.909090909090909	1
1	34112333	34112334	20	19	2	2	0	1	NA	NA	NA	unphased	1.77156177156177	0.885780885780886	2
1	55166015	55166016	11	10	2	2	0	1	NA	NA	NA	unphased	1.73160173160173	0.865800865800866	2
1	57173308	57173309	44	60	2	2	0	1	NA	NA	NA	unphased	2.0979020979021	1.04895104895105	2
1	63902743	63902744	10	7	1	1	0	1	NA	NA	NA	unphased	1.0855614973262	1.0855614973262	1
1	85487775	85487776	36	23	2	2	0	1	NA	NA	NA	unphased	1.4175654853621	0.708782742681048	2
1	86622186	86622187	18	3	2	2	0	1	NA	NA	NA	unphased	0.519480519480519	0.519480519480519	1
1	87379811	87379812	30	13	2	2	0	1	NA	NA	NA	unphased	1.09936575052854	1.09936575052854	1
1	92181867	92181868	15	24	2	2	0	1	NA	NA	NA	unphased	2.23776223776224	1.11888111888112	2
1	103463875	103463876	26	4	2	2	0	1	NA	NA	NA	unphased	0.484848484848485	0.484848484848485	1
1	119427674	119427675	17	10	2	2	0	1	NA	NA	NA	unphased	1.34680134680135	1.34680134680135	1
1	120277957	120277958	76	27	2	2	0	1	NA	NA	NA	unphased	0.953221535745807	0.953221535745807	1
1	142713458	142713459	53	40	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
1	145304493	145304494	497	86	5	5	0	1	NA	NA	NA	unphased	0.978949009823795	0.978949009823795	1
1	146684931	146684932	326	42	5	5	0	1	NA	NA	NA	unphased	0.757411067193676	0.757411067193676	1
1	150549719	150549720	30	118	6	6	0	1	NA	NA	NA	unphased	6.08845208845209	1.01474201474201	6
1	151752583	151752584	42	103	6	6	0	1	NA	NA	NA	unphased	5.42445141065831	1.08489028213166	5
1	152191473	152191474	34	126	6	6	0	1	NA	NA	NA	unphased	6.01363636363636	1.00227272727273	6
1	152282722	152282723	473	77	6	6	0	1	NA	NA	NA	unphased	1.06909090909091	1.06909090909091	1
1	152286918	152286919	201	28	6	6	0	1	NA	NA	NA	unphased	0.933703850734418	0.933703850734418	1
1	152770432	152770433	108	41	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
1	154931783	154931784	43	3	5	5	0	1	NA	NA	NA	unphased	0.432806324110672	0.432806324110672	1
1	158259710	158259711	0	8	5	5	0	1	NA	NA	NA	unphased	6.63636363636364	1.32727272727273	5
1	158583556	158583557	21	51	5	5	0	1	NA	NA	NA	unphased	4.70075757575758	0.940151515151515	5
1	158605718	158605719	124	17	5	5	0	1	NA	NA	NA	unphased	0.800128949065119	0.800128949065119	1
1	159410396	159410397	112	13	5	5	0	1	NA	NA	NA	unphased	0.690181818181818	0.690181818181818	1
1	161476120	161476121	112	14	5	5	0	1	NA	NA	NA	unphased	0.737373737373737	0.737373737373737	1
1	169512300	169512301	161	24	6	6	0	1	NA	NA	NA	unphased	0.990663390663391	0.990663390663391	1
1	172525120	172525121	68	5	6	6	0	1	NA	NA	NA	unphased	0.523038605230386	0.523038605230386	1
1	173010396	173010397	4	11	6	6	0	1	NA	NA	NA	unphased	5.6	0.933333333333333	6
1	177199233	177199234	168	23	6	6	0	1	NA	NA	NA	unphased	0.919562113279391	0.919562113279391	1
1	182873547	182873548	137	18	6	6	0	1	NA	NA	NA	unphased	0.886803519061584	0.886803519061584	1
1	186056571	186056572	122	20	7	7	0	1	NA	NA	NA	unphased	1.21638924455826	1.21638924455826	1
1	190067579	190067580	152	202	5	5	0	1	NA	NA	NA	unphased	3.78685156651258	0.946712891628146	4
1	200522507	200522508	65	161	4	4	0	1	NA	NA	NA	unphased	4.0152855993564	1.0038213998391	4
