sample	chr	pos	ccf_old_v100_raw	ccf_old_v100_valid	ccf_over_one_flag
TCGA-62-A46U-01	1	11345744	1.70666666666667	NA	TRUE
TCGA-62-A46U-01	1	39340942	1.25	NA	TRUE
TCGA-62-A46U-01	1	114940327	0.710526315789474	0.710526315789474	FALSE
TCGA-62-A46U-01	10	91143623	0.80672268907563	0.80672268907563	FALSE
TCGA-62-A46U-01	10	95353756	1.11111111111111	NA	TRUE
TCGA-62-A46U-01	10	124802687	1.21212121212121	NA	TRUE
TCGA-62-A46U-01	10	127504763	1.28	NA	TRUE
TCGA-62-A46U-01	11	5373653	1.11111111111111	NA	TRUE
TCGA-62-A46U-01	11	6816354	0.660377358490566	0.660377358490566	FALSE
TCGA-62-A46U-01	11	10019867	1.48148148148148	NA	TRUE
TCGA-62-A46U-01	11	57995989	0.923913043478261	0.923913043478261	FALSE
TCGA-62-A46U-01	11	60107390	0.868421052631579	0.868421052631579	FALSE
TCGA-62-A46U-01	11	62656120	1.09258741258741	NA	TRUE
TCGA-62-A46U-01	11	65321783	1.16137931034483	NA	TRUE
TCGA-62-A46U-01	12	119592143	2.2936170212766	NA	TRUE
TCGA-62-A46U-01	15	74005370	1.9047619047619	NA	TRUE
TCGA-62-A46U-01	16	27238081	1.38582677165354	NA	TRUE
TCGA-62-A46U-01	16	31501526	0.96	0.96	FALSE
TCGA-62-A46U-01	17	7578461	0.864864864864865	0.864864864864865	FALSE
TCGA-62-A46U-01	19	50098989	1.316	NA	TRUE
TCGA-62-A46U-01	19	52250043	0.688604651162791	0.688604651162791	FALSE
TCGA-62-A46U-01	19	54515330	0.870882352941177	0.870882352941177	FALSE
TCGA-62-A46U-01	19	54872693	0.711588785046729	0.711588785046729	FALSE
TCGA-62-A46U-01	19	57335691	1.3194495412844	NA	TRUE
TCGA-62-A46U-01	2	61333728	1.5625	NA	TRUE
TCGA-62-A46U-01	2	70439765	0.652173913043478	0.652173913043478	FALSE
TCGA-62-A46U-01	2	73868507	1.05421686746988	NA	TRUE
TCGA-62-A46U-01	2	166032861	1.37931034482759	NA	TRUE
TCGA-62-A46U-01	2	179422793	1.20689655172414	NA	TRUE
TCGA-62-A46U-01	2	234622244	0.853080568720379	0.853080568720379	FALSE
TCGA-62-A46U-01	20	31021631	0.476441717791411	0.476441717791411	FALSE
TCGA-62-A46U-01	20	33297255	1.30740740740741	NA	TRUE
TCGA-62-A46U-01	20	49204387	0.445894736842105	0.445894736842105	FALSE
TCGA-62-A46U-01	21	44171239	0.763546798029557	0.763546798029557	FALSE
TCGA-62-A46U-01	22	50302925	0.941176470588235	0.941176470588235	FALSE
TCGA-62-A46U-01	3	48612237	0.978260869565217	0.978260869565217	FALSE
TCGA-62-A46U-01	3	118865427	1	1	FALSE
TCGA-62-A46U-01	4	1729676	1.07243460764588	NA	TRUE
TCGA-62-A46U-01	5	86708497	1.26636363636364	NA	TRUE
TCGA-62-A46U-01	5	112487088	1.65	NA	TRUE
TCGA-62-A46U-01	5	135692425	0.826291079812207	0.826291079812207	FALSE
TCGA-62-A46U-01	6	32097403	1.16686046511628	NA	TRUE
TCGA-62-A46U-01	6	159655177	1.35	NA	TRUE
TCGA-62-A46U-01	7	44924092	0.935828877005348	0.935828877005348	FALSE
TCGA-62-A46U-01	7	77975262	0.878378378378378	0.878378378378378	FALSE
TCGA-62-A46U-01	7	140156559	1.72413793103448	NA	TRUE
TCGA-62-A46U-01	7	141708490	1.28205128205128	NA	TRUE
TCGA-62-A46U-01	7	143175312	1.04838709677419	NA	TRUE
TCGA-62-A46U-01	9	120475597	1.6	NA	TRUE
TCGA-62-A46U-01	X	67937285	NA	NA	FALSE
TCGA-62-A46U-01	X	123554470	NA	NA	FALSE
TCGA-62-A46U-01	X	148770624	NA	NA	FALSE
