chr	start	end	WT.count	mut.count	subclonal.CN	nMaj1	nMin1	frac1	nMaj2	nMin2	frac2	phase	mutation.copy.number	subclonal.fraction	no.chrs.bearing.mut
1	11345743	11345744	59	16	2	1	1	0.6	1	1	0.4	unphased	1.70666666666667	1.70666666666667	1
1	39340941	39340942	27	5	2	1	1	0.68	1	1	0.32	unphased	1.25	1.25	1
1	114940326	114940327	70	6	3	2	1	1	NA	NA	NA	unphased	0.710526315789474	0.710526315789474	1
10	91143622	91143623	107	12	2	2	0	1	NA	NA	NA	unphased	0.80672268907563	0.80672268907563	1
10	95353755	95353756	98	28	4	2	2	1	NA	NA	NA	unphased	2.22222222222222	1.11111111111111	2
10	124802686	124802687	28	5	2	2	0	1	NA	NA	NA	unphased	1.21212121212121	1.21212121212121	1
10	127504762	127504763	21	4	2	2	0	1	NA	NA	NA	unphased	1.28	1.28	1
11	5373652	5373653	32	4	4	2	2	1	NA	NA	NA	unphased	1.11111111111111	1.11111111111111	1
11	6816353	6816354	99	7	4	2	2	1	NA	NA	NA	unphased	0.660377358490566	0.660377358490566	1
11	10019866	10019867	23	4	4	2	2	1	NA	NA	NA	unphased	1.48148148148148	1.48148148148148	1
11	57995988	57995989	75	17	4	2	2	1	NA	NA	NA	unphased	1.84782608695652	0.923913043478261	2
11	60107389	60107390	157	33	4	2	2	1	NA	NA	NA	unphased	1.73684210526316	0.868421052631579	2
11	62656119	62656120	125	18	2.68	2	2	0.34	1	1	0.66	unphased	1.09258741258741	1.09258741258741	1
11	65321782	65321783	25	4	2.42	2	2	0.21	1	1	0.79	unphased	1.16137931034483	1.16137931034483	1
12	119592142	119592143	19	11	2.82	2	2	0.41	1	1	0.59	unphased	3.234	2.2936170212766	1.41
15	74005369	74005370	17	4	4	2	2	1	NA	NA	NA	unphased	1.9047619047619	1.9047619047619	1
16	27238080	27238081	105	22	2	1	1	1	NA	NA	NA	unphased	1.38582677165354	1.38582677165354	1
16	31501525	31501526	44	6	2	1	1	1	NA	NA	NA	unphased	0.96	0.96	1
17	7578460	7578461	58	16	2	2	0	1	NA	NA	NA	unphased	1.72972972972973	0.864864864864865	2
19	50098988	50098989	38	7	2.46	2	2	0.23	1	1	0.77	unphased	1.316	1.316	1
19	52250042	52250043	79	7	2.46	2	2	0.23	1	1	0.77	unphased	0.688604651162791	0.688604651162791	1
19	54515329	54515330	122	14	2.46	2	2	0.23	1	1	0.77	unphased	0.870882352941177	0.870882352941177	1
19	54872692	54872693	196	18	2.46	2	2	0.23	1	1	0.77	unphased	0.711588785046729	0.711588785046729	1
19	57335690	57335691	92	17	2.46	2	2	0.23	1	1	0.77	unphased	1.3194495412844	1.3194495412844	1
2	61333727	61333728	27	5	4	2	2	1	NA	NA	NA	unphased	1.5625	1.5625	1
2	70439764	70439765	86	6	4	2	2	1	NA	NA	NA	unphased	0.652173913043478	0.652173913043478	1
2	73868506	73868507	131	35	4	2	2	1	NA	NA	NA	unphased	2.10843373493976	1.05421686746988	2
2	166032860	166032861	42	16	4	2	2	1	NA	NA	NA	unphased	2.75862068965517	1.37931034482759	2
2	179422792	179422793	51	7	4	2	2	1	NA	NA	NA	unphased	1.20689655172414	1.20689655172414	1
2	234622243	234622244	193	18	4	2	2	1	NA	NA	NA	unphased	0.853080568720379	0.853080568720379	1
20	31021630	31021631	152	11	1.06	2	1	0.03	0	1	0.97	unphased	0.476441717791411	0.476441717791411	1
20	33297254	33297255	66	15	1.06	2	1	0.03	0	1	0.97	unphased	1.30740740740741	1.30740740740741	1
20	49204386	49204387	89	6	1.06	2	1	0.03	0	1	0.97	unphased	0.445894736842105	0.445894736842105	1
21	44171238	44171239	375	31	4	2	2	1	NA	NA	NA	unphased	0.763546798029557	0.763546798029557	1
22	50302924	50302925	90	12	2	1	1	0.7	1	1	0.3	unphased	0.941176470588235	0.941176470588235	1
3	48612236	48612237	37	9	4	2	2	1	NA	NA	NA	unphased	1.95652173913043	0.978260869565217	2
3	118865426	118865427	36	9	4	2	2	1	NA	NA	NA	unphased	2	1	2
4	1729675	1729676	116	26	4.25	4	1	0.75	1	1	0.25	unphased	1.87676056338028	1.07243460764588	1.75
5	86708496	86708497	37	7	1.96	4	1	0.24	1	0	0.76	unphased	1.26636363636364	1.26636363636364	1
5	112487087	112487088	17	3	5	4	1	1	NA	NA	NA	unphased	1.65	1.65	1
5	135692424	135692425	55	16	5	4	1	1	NA	NA	NA	unphased	2.47887323943662	0.826291079812207	3
6	32097402	32097403	77	9	5.15	5	2	0.63	1	1	0.37	unphased	1.16686046511628	1.16686046511628	1
6	159655176	159655177	17	3	3	2	1	1	NA	NA	NA	unphased	1.35	1.35	1
7	44924091	44924092	152	35	4	2	2	1	NA	NA	NA	unphased	1.8716577540107	0.935828877005348	2
7	77975261	77975262	61	13	4	2	2	1	NA	NA	NA	unphased	1.75675675675676	0.878378378378378	2
7	140156558	140156559	48	10	4	2	2	1	NA	NA	NA	unphased	1.72413793103448	1.72413793103448	1
7	141708489	141708490	34	5	4	2	2	1	NA	NA	NA	unphased	1.28205128205128	1.28205128205128	1
7	143175311	143175312	49	13	4	2	2	1	NA	NA	NA	unphased	2.09677419354839	1.04838709677419	2
9	120475596	120475597	21	4	4	3	1	1	NA	NA	NA	unphased	1.6	1.6	1
X	67937284	67937285	43	10	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
X	123554469	123554470	78	9	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
X	148770623	148770624	204	38	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
