chr	pos
1	1688152
1	11718332
1	20250034
1	67242936
1	150325444
1	213058714
1	213058715
1	237889592
2	9630344
2	74884993
2	108479240
2	155555460
2	192225417
2	223806218
3	46717150
3	121409630
3	133379890
4	47939288
4	142154959
4	146560483
5	39202164
6	7378890
6	73904812
6	73951209
6	132041440
6	136934362
7	36633998
7	96653899
7	100349832
7	105915391
7	105915392
8	49987844
8	99142386
8	113504808
9	84530613
9	113194255
9	130863453
10	27551930
10	75264684
10	96495282
11	1253327
11	6977547
11	70224415
12	8904625
12	56397550
14	21058411
14	23540555
14	90744727
15	60741135
15	72338481
16	1129206
16	20396021
16	58149339
16	67424121
16	70818087
16	70900083
16	70954676
17	1630714
17	7578478
17	53398125
17	78403668
18	61064481
19	40331123
19	55399555
22	21351225
22	42483082
X	20185730
X	24552117
X	111155801
