chr	pos
1	32138057
1	41466743
1	186017954
1	196670523
1	248343434
2	89156907
2	120236398
3	46244884
3	64138975
3	108287155
3	112357581
4	155487688
5	45267208
5	140214233
5	140476345
6	29342088
6	30865883
6	32159588
6	43271915
6	116833239
6	160198397
7	2297433
7	99998887
8	98736848
8	141570542
9	32457378
9	90535736
10	8051082
10	75530047
10	95993938
10	124920076
11	62414553
11	70333013
11	107200696
12	7805211
12	40012694
12	52827742
12	53608330
12	58020596
14	22471453
14	25043530
14	66190944
14	102675209
15	60806943
16	30516582
17	7504806
17	8218480
17	38179489
18	5397070
19	12244346
20	47605037
20	56735827
21	15882767
21	42613819
X	1508388
X	1508390
X	18912456
X	37641374
X	69458062
X	112024248
X	147733566
