chr	pos
1	3551763
1	42046221
1	43777681
1	45292179
1	67635191
1	75172593
1	118514483
1	152192762
1	152382958
1	158576831
1	158813902
1	160011861
1	161677088
1	171501488
1	196857218
1	197097757
1	215914870
1	220153506
1	226074761
1	248059074
1	248202216
1	248343804
2	33745024
2	56419668
2	72802710
2	113147742
2	113763452
2	119752105
2	179422801
2	179485585
2	189957035
2	196709789
2	197208396
2	219131205
2	219299365
2	230632248
3	38592525
3	40553021
3	42226209
3	42660522
3	47155463
3	58923433
3	100527030
3	123457789
3	189681802
3	189681803
4	47163300
4	47746434
4	94032039
4	94316831
4	100137326
4	126336923
4	169227844
4	183245230
5	19483630
5	41160404
5	55155392
5	98229193
5	140216016
5	140432780
5	140503831
5	140515278
5	140711066
5	140865726
5	156670656
6	4996556
6	7583574
6	41254361
6	53010477
6	129636925
7	4213962
7	27147508
7	82545193
7	111381658
7	120446649
7	126173396
7	140453136
7	141719069
7	150269283
7	157959833
8	19221586
8	22865022
8	41550337
8	93023292
8	125570989
8	141231633
8	145740779
9	3879532
9	6328770
9	27950117
9	88577022
9	115759834
10	27687789
10	104594763
11	1272382
11	4929452
11	5364611
11	5444060
11	17452251
11	48347393
11	55321940
11	64507588
11	92523143
11	118984576
11	124253109
12	13715834
12	13716597
12	18800921
12	50050213
12	53233687
12	57873182
12	104078786
12	125834771
13	24433031
13	42763258
14	21486621
14	23874580
14	51224286
14	101412024
15	43340622
15	48719891
15	48719895
15	53889401
15	54305180
15	72191230
15	74425238
15	84553961
15	90378847
16	20498051
16	20566767
16	30510810
16	30666248
16	30666249
16	51174059
16	70311047
16	70843823
16	75140409
17	7679380
17	10408747
17	40705284
17	48734526
17	59560724
17	65735061
17	66981056
17	74015056
17	79852353
18	28604330
18	45423101
19	1789630
19	3982420
19	6185474
19	9089934
19	15132664
19	18507224
19	35741388
19	38985160
19	39760175
19	42342212
19	42752554
19	43237057
19	43576013
19	48533771
19	49217244
19	54080114
19	54967563
19	55449588
19	56539052
19	57328917
19	57867735
20	39831821
20	61828001
22	23214075
22	24829686
22	31533863
22	31533864
22	31741169
22	36876791
22	37334241
22	38524320
22	42377818
22	44579248
X	75651013
X	117805075
X	123518420
X	134947909
X	139866084
X	153071017
