chr	pos
1	50574837
1	152286796
2	88125207
3	49062645
3	50330022
3	142741710
5	36049023
5	136315143
5	140216036
5	145719822
6	136599814
8	41572577
8	107782214
8	139820045
9	21971111
9	132397818
9	135917536
10	50532475
10	81373876
10	134896361
11	26556047
11	31541617
11	56310189
11	58723412
12	25398284
12	49254866
12	99898356
12	119568554
14	24784967
14	93693442
15	25223413
16	16150130
16	31391078
17	7579575
17	56659016
17	80196868
19	8155007
19	13084387
19	36004243
19	40541025
19	46834437
19	49300574
20	62166328
21	37609569
22	22869193
X	30237553
X	75004114
X	119005785
