chr	pos
1	21053559
1	91382345
1	145282606
1	154951478
1	155719714
1	159504982
1	169511443
1	169511444
1	201869274
2	5838715
2	75107578
2	131890578
2	133554264
2	159536984
2	225739435
3	3111914
3	20194386
3	51680404
3	145828222
3	175521545
3	184009904
4	55164365
4	94006200
4	110662251
4	155156309
4	183064420
5	140182465
5	179290867
6	39267321
6	102516449
7	100014754
11	33563971
11	57505881
11	66105180
11	70332818
12	96894645
15	27193366
15	51828631
16	56974090
16	74747846
17	32955593
19	9064400
19	36275201
19	50093807
20	43547557
21	42804053
21	45945565
X	24230586
X	155250722
