chr	pos
1	19566346
1	90399759
1	92948601
1	94506770
1	117633172
1	144823878
1	169824950
1	171810797
1	182775301
2	38302357
2	74362686
2	128526506
2	178977555
3	64084893
3	160232961
3	171394619
4	25806261
4	185724472
5	72151675
5	140230736
5	141974869
5	172518450
6	43541219
6	44390390
6	150005370
6	152201893
6	153043198
6	167755036
7	72988278
7	150935887
8	17581310
9	101894937
9	124522288
9	139621127
10	61829643
10	81702148
10	111878343
11	12316190
11	43418965
11	56019938
11	56143937
11	65267784
11	119210071
12	12302076
12	48888593
12	49437679
12	70704758
13	43462629
14	19553567
14	21928272
14	35872504
14	50196254
15	25959142
15	27777965
15	81282037
16	29830999
16	49670868
17	56565509
17	72368139
17	74158077
17	76115385
19	35617832
20	44579218
20	50701575
20	62421455
21	31709825
21	32638551
21	47865319
22	17280836
22	24145544
22	24891325
22	24891329
22	31799189
22	37578392
