chr	start	end	WT.count	mut.count	subclonal.CN	nMaj1	nMin1	frac1	nMaj2	nMin2	frac2	phase	mutation.copy.number	subclonal.fraction	no.chrs.bearing.mut
1	957681	957682	299	92	NA	NA	NA	NA	NA	NA	NA	unphased	NA	NA	1
1	10364333	10364334	198	68	2	1	1	1	NA	NA	NA	unphased	1.02255639097744	1.02255639097744	1
1	11345876	11345877	134	43	2	1	1	1	NA	NA	NA	unphased	0.971751412429379	0.971751412429379	1
1	12921640	12921641	71	15	2	1	1	1	NA	NA	NA	unphased	0.697674418604651	0.697674418604651	1
1	18809214	18809215	16	7	2	1	1	1	NA	NA	NA	unphased	1.21739130434783	1.21739130434783	1
1	19505707	19505708	46	14	2	1	1	1	NA	NA	NA	unphased	0.933333333333333	0.933333333333333	1
1	22159807	22159808	89	26	2	1	1	1	NA	NA	NA	unphased	0.904347826086957	0.904347826086957	1
1	26663851	26663852	126	39	2	1	1	1	NA	NA	NA	unphased	0.945454545454545	0.945454545454545	1
1	32163664	32163665	83	31	2	1	1	1	NA	NA	NA	unphased	1.08771929824561	1.08771929824561	1
1	35260117	35260118	62	27	2	1	1	1	NA	NA	NA	unphased	1.21348314606742	1.21348314606742	1
1	43908191	43908192	101	27	2	1	1	1	NA	NA	NA	unphased	0.84375	0.84375	1
1	47075247	47075248	33	3	2	1	1	1	NA	NA	NA	unphased	0.333333333333333	0.333333333333333	1
1	53245578	53245579	173	58	2	1	1	1	NA	NA	NA	unphased	1.004329004329	1.004329004329	1
1	55598340	55598341	12	5	2	1	1	1	NA	NA	NA	unphased	1.17647058823529	1.17647058823529	1
1	67795268	67795269	57	14	2	1	1	1	NA	NA	NA	unphased	0.788732394366197	0.788732394366197	1
1	67861718	67861719	589	198	2	1	1	1	NA	NA	NA	unphased	1.00635324015248	1.00635324015248	1
1	70899567	70899568	58	12	2	1	1	1	NA	NA	NA	unphased	0.685714285714286	0.685714285714286	1
1	79358798	79358799	11	2	2	1	1	1	NA	NA	NA	unphased	0.615384615384615	0.615384615384615	1
1	84610228	84610229	63	11	2	1	1	1	NA	NA	NA	unphased	0.594594594594595	0.594594594594595	1
1	101198092	101198093	24	13	2	1	1	1	NA	NA	NA	unphased	1.40540540540541	1.40540540540541	1
1	117504036	117504037	107	36	2	1	1	1	NA	NA	NA	unphased	1.00699300699301	1.00699300699301	1
1	146672937	146672938	49	51	4	3	1	1	NA	NA	NA	unphased	3.06	1.02	3
1	146680353	146680354	40	5	4	3	1	1	NA	NA	NA	unphased	0.666666666666667	0.666666666666667	1
1	151743590	151743591	232	116	4	3	1	1	NA	NA	NA	unphased	2	1	2
1	152192786	152192787	120	56	4	3	1	1	NA	NA	NA	unphased	1.90909090909091	0.954545454545455	2
1	152382437	152382438	345	56	4	3	1	1	NA	NA	NA	unphased	0.837905236907731	0.837905236907731	1
1	152487954	152487955	16	19	4	3	1	1	NA	NA	NA	unphased	3.25714285714286	1.08571428571429	3
1	153789862	153789863	147	31	4	3	1	1	NA	NA	NA	unphased	1.04494382022472	1.04494382022472	1
1	157660198	157660199	98	68	4	3	1	1	NA	NA	NA	unphased	2.4578313253012	0.819277108433735	3
1	158596790	158596791	64	24	4	3	1	1	NA	NA	NA	unphased	1.63636363636364	0.818181818181818	2
1	161069915	161069916	394	79	4	3	1	1	NA	NA	NA	unphased	1.00211416490486	1.00211416490486	1
1	162372582	162372583	163	28	4	3	1	1	NA	NA	NA	unphased	0.879581151832461	0.879581151832461	1
1	167815390	167815391	308	50	4	3	1	1	NA	NA	NA	unphased	0.837988826815642	0.837988826815642	1
1	171250009	171250010	46	39	4	3	1	1	NA	NA	NA	unphased	2.75294117647059	0.917647058823529	3
