chr	pos
1	22852748
1	45294292
1	75596271
1	120254648
1	152671572
1	156884576
1	180240959
2	3691388
2	32461395
2	90121979
2	186670853
3	29977603
3	58080624
3	164907844
4	6304060
4	111398156
4	145579961
4	185678385
5	41149449
5	82937339
5	153078545
6	33052887
6	155450785
7	2983911
7	55223567
7	56007266
7	90377064
7	99027240
7	117424371
7	142627452
8	24207446
8	25702020
8	33356082
9	2648302
9	95228797
9	130587089
10	88418318
10	89624256
11	7324401
11	55110940
11	62997040
11	130343421
12	11420899
12	54339060
12	112647838
14	35872895
14	70515655
14	77844618
14	93276685
14	95090030
15	52534268
15	63032969
15	74281475
16	2522817
16	10574741
16	15022262
16	62055202
16	62055208
16	72166638
16	81925184
16	81953229
16	82104638
17	10430103
17	26864332
17	60483969
17	61864442
17	66391215
17	76851869
18	10671755
18	24445621
18	34156464
18	46284511
18	56816768
18	61449715
18	74667996
19	757391
19	1053821
19	1785489
19	8389602
19	15052351
19	22847685
19	36046393
19	38103617
19	41268829
19	44681060
20	13280078
20	19945627
21	15352074
22	24451502
X	1748790
X	118284501
X	148798319
Y	6911098
