chr	pos
1	1221515
1	10479478
1	12856180
1	35223788
1	97981303
1	115256530
1	116675835
1	144994845
1	172546697
1	202317953
1	203015491
1	233518505
1	248458416
2	29240119
2	32093518
2	32724814
2	58373490
2	71215643
2	85770052
2	95944471
2	122522899
2	125282027
2	170592455
2	179505295
2	187712480
2	217070067
2	228754594
2	231177389
3	9754249
3	31743863
3	45801384
3	48609941
3	49785492
3	49933263
3	51971239
3	77147226
3	86010782
3	97983771
3	108072555
3	126219548
3	168819935
3	182925450
3	185783821
3	189455576
4	6083437
4	7056555
4	10100722
4	41747973
4	41747992
4	62761482
4	74608184
4	100237120
4	122749834
4	158059978
4	164506934
4	175709987
4	186435436
5	10236718
5	10430029
5	13735336
5	67576528
5	78359493
5	79029992
5	169028327
6	32975833
6	49666200
6	55216059
6	55684502
6	74072991
6	142396988
6	155458566
6	167709750
7	2686504
7	21658816
7	25266388
7	55466279
7	76903049
7	82582166
7	87144571
7	100071977
7	100281709
7	106685403
7	130353588
7	130353589
7	142364267
7	147926820
7	151849907
7	151849908
8	3008933
8	27462570
8	110431459
8	113275867
8	132998461
9	990879
9	84609948
9	104375733
9	116823799
9	117085950
9	126132627
9	131256911
10	3824211
10	5435405
10	24508690
10	28270414
10	63170314
10	64159311
10	73437212
10	85991885
10	88211815
10	96201752
10	96535148
10	115489393
11	30255226
11	32636297
11	36467960
11	40137376
11	64522219
11	65003966
11	68822718
11	117241991
11	117789273
11	124412728
12	988854
12	4835834
12	14659974
12	25148886
12	34179315
12	50191101
12	54930811
12	103984724
12	109278890
12	109278891
12	119968748
12	124081382
12	124856917
13	23915199
13	109379904
14	20483000
14	38723753
14	75142897
14	77702977
14	95571499
14	107219125
15	22332767
15	71174870
15	89402420
16	58079224
16	71606176
17	36093584
17	39659243
17	48695411
17	73780856
18	19284659
18	44549197
18	55020187
18	61471964
19	3736281
19	9225585
19	14674675
19	15739173
19	16861034
19	21299966
19	21991634
19	21991924
19	39960881
19	47823556
19	47823557
19	52272840
19	53085502
19	55401098
19	56156050
19	56156051
19	56918417
20	3215509
20	5100229
20	5953775
20	24523737
20	31973529
20	33894523
20	34571961
20	35387003
20	37146558
20	44505869
20	44685019
21	39580587
21	46078116
22	28194068
22	41223178
X	70467680
X	78010805
