chr	pos
1	7151399
1	13036458
1	22817021
1	51753878
1	65098384
1	86900342
1	152186937
1	152329419
1	160160587
1	175336377
1	185934993
1	192150478
1	197896833
1	202932830
1	231885787
1	248366676
2	1812914
2	15307290
2	21249694
2	33810020
2	51254923
2	77746793
2	80085262
2	80646693
2	88890104
2	88890409
2	141259339
2	163123709
2	179416419
2	198351917
2	223559200
2	229890341
3	27472839
3	97356863
3	150883667
3	156983365
3	164709237
3	164735779
3	167508347
3	192517008
4	68928905
4	87769921
4	123130419
4	126372685
5	110679802
5	115815859
5	140573897
5	156592996
5	157065338
6	16326661
6	29231769
6	29627404
6	30114834
6	33423797
6	39563965
6	52761671
6	100911257
6	137525557
6	152419948
6	162683735
7	2054206
7	5568045
7	21599226
7	21784185
7	36958970
7	142567599
8	10466100
8	12042867
8	35583918
8	41526051
8	51415430
8	105502952
8	113871376
8	139601449
9	23762204
10	5496479
10	16563108
10	18242355
10	18250710
10	46961867
10	55566868
10	55973754
10	60560796
10	60566912
11	6291982
11	22363082
11	27679558
11	55890034
11	62356651
11	63487821
11	67352180
11	68675677
11	71726700
11	85375742
11	100179143
11	123811018
12	20801740
12	42707529
12	52282975
12	52840977
12	57864192
12	100904824
12	105568083
12	109692128
12	117962864
13	25066627
13	37016441
13	48919318
13	97485087
13	102379052
14	20216395
14	20388990
14	20612517
14	24885245
14	33291387
14	73464684
14	86087886
14	86088396
14	93653145
14	106091358
15	25924926
15	25963457
15	48633776
15	52901351
15	83935597
16	14968903
16	75204281
17	14248463
17	39535241
17	45368487
18	5394764
18	5397201
18	21474265
18	29437875
19	3977945
19	9087889
19	10088308
19	12781077
19	12781078
19	17844187
19	21926888
19	30934917
19	30935959
19	31767597
19	36317473
19	43372099
19	46347310
19	50397635
19	53645498
19	56241343
19	57286620
20	13740371
20	23856831
20	29845528
20	44569764
20	58348371
20	61918947
20	62178476
22	37876306
22	43570378
X	29417401
X	32472905
X	48053653
X	62944558
X	107977167
X	140969448
X	140993285
