chr	pos
1	9011714
1	12907828
1	45808866
1	156848943
1	237947435
1	242383349
1	248636882
2	233431668
3	5021583
3	39227360
3	41266124
3	42230557
3	93646150
3	120969598
3	178916876
3	180359980
4	106601200
5	140531513
6	72967953
6	100895289
7	82544135
7	91763691
8	131861907
8	142490102
10	12131124
10	55996666
10	89653846
11	1263453
11	5444079
11	55065540
12	7531634
12	56092320
12	56515289
13	20325485
15	53889439
15	54804028
16	3014524
16	47733409
17	16843774
17	35470086
18	3879237
19	42738561
19	44285085
19	49167511
22	31530082
X	49069198
