chr	pos
1	6253009
1	7837252
1	7980927
1	10711033
1	11317043
1	15767060
1	16257381
1	18023862
1	18809873
1	21231412
1	26507084
1	26688387
1	27426990
1	27736695
1	28527726
1	33248017
1	33402877
1	33799745
1	36479616
1	40307398
1	40307399
1	41236337
1	43855557
1	43904693
1	45292945
1	54060312
1	71318529
1	84668480
1	92446921
1	93826215
1	95710055
1	100155067
1	104162178
1	104202982
1	110201639
1	111663232
1	118523903
1	145115842
1	145416734
1	152129337
1	152188321
1	153065972
1	153346314
1	157488500
1	158390374
1	158627317
1	158746540
1	158908910
1	159505705
1	160260356
1	161068482
1	165218847
1	168153290
1	169842890
1	175086161
1	175365764
1	180907803
1	180907804
1	181702080
1	183515287
1	185878583
1	186043930
1	186375275
1	196887394
1	196973942
1	197030924
1	198672472
1	202457679
1	202911260
1	204511992
1	205027169
1	205027170
1	209961817
1	222919965
1	226180625
1	226411643
1	226829796
1	228432259
1	228432260
1	237729900
1	237791261
1	238050087
1	245848836
1	247150761
1	248023993
1	248487278
2	16769383
2	21228752
2	21239448
2	24300518
2	25973054
2	27282176
2	27373088
2	32476005
2	32476006
2	43984263
2	44549970
2	50699436
2	54880844
2	64327545
2	68274371
2	69045040
2	74362670
2	84800642
2	89339753
2	101009849
2	107459978
2	108626906
2	113420624
2	125660611
2	128867249
2	136569980
2	136575445
2	137928454
2	138169367
2	138169368
2	141607745
2	152382559
2	152419175
2	158412723
2	165551675
2	166003454
2	179398154
2	179427855
2	179433511
2	179449483
2	179538385
2	179598099
2	189898825
2	197002303
2	198508932
2	208841442
2	212530049
2	212989568
2	218954061
2	219449406
2	222301209
2	228883076
2	233349916
2	241685279
3	1418728
3	2928815
3	9711175
3	13383561
3	36873661
3	38138100
3	38738864
3	38798333
3	42264480
3	42727451
3	44611958
3	47374755
3	52263740
3	52811620
3	56657115
3	57282366
3	65342558
3	78666819
3	108380723
3	108568024
3	111958764
3	111958765
3	112299604
3	112300032
3	114058043
3	121151191
3	121345544
3	128707645
3	130717162
3	133336016
3	133485236
3	133485237
3	136573686
3	141497056
3	141497057
3	142681053
3	154042090
3	167414821
3	184105217
3	189612120
3	194790815
3	195516131
4	289909
4	1807634
4	6865107
4	7714457
4	10445280
4	13616159
4	37592683
4	40776320
4	42415028
4	44691374
4	46930495
4	47571147
4	48032152
4	52860648
4	71472389
4	71701973
4	77116903
4	84234394
4	85672726
4	90857733
4	93511326
4	94316852
4	95206159
4	95508169
4	96075805
4	96075806
4	114276687
4	121702361
4	122722487
4	122853753
4	126238178
4	126370307
4	140810355
4	156135589
4	159092156
4	169143026
4	176622896
4	183600831
4	184368027
4	187524991
4	189026387
5	32053956
5	35955855
5	41149399
5	72183972
5	82838004
5	87492144
5	89949514
5	90012538
5	94275871
5	96512941
5	102342683
5	110459516
5	127671160
5	134782166
5	140202739
5	140476542
5	140720848
5	140750624
5	145631424
5	145631425
5	147488380
5	147889227
5	147889228
5	150080542
5	151166205
5	151166206
5	154394142
5	156590199
5	156592873
5	167882394
5	169805786
5	176309036
6	12123937
6	13185043
6	17850625
6	26413320
6	30128214
6	31130407
6	31600510
6	31926872
6	31948483
6	32139098
6	35423924
6	35922986
6	36269778
6	38758136
6	41162268
6	46826784
6	46976810
6	56819251
6	56819252
6	63995572
6	70040442
6	71003879
6	73821101
6	73919583
6	74227972
6	84862782
6	84862783
6	88854774
6	102069868
6	107070704
6	109481892
6	117609578
6	117718148
6	130475993
6	130762727
6	146708083
6	148861632
6	152642893
6	158541472
6	160526076
6	161551978
6	168352615
6	170627863
7	5569190
7	23830533
7	32209435
7	44804987
7	45753582
7	64864851
7	72987747
7	72987748
7	73932595
7	73932596
7	81591769
7	81591770
7	82582407
7	82764646
7	84628811
7	86416042
7	87060865
7	100225925
7	100678595
7	100683425
7	117307056
7	126173043
7	128040226
7	137271876
7	138968652
7	140301735
7	140453136
7	141734624
7	142099508
7	144097313
7	147674957
7	149502620
7	149515023
7	155090268
7	158325469
8	6782433
8	20038380
8	20072466
8	22475940
8	22938900
8	24250784
8	24810395
8	30702583
8	33371044
8	49833813
8	55541273
8	57079269
8	57080774
8	73480448
8	74917117
8	98991178
8	120774820
8	124094997
8	125047526
8	125061968
8	139691909
8	144239646
8	144944414
8	144946505
9	14842327
9	21971111
9	23704986
9	32633044
9	34343217
9	35870205
9	79862172
9	84607231
9	91686137
9	101904856
9	114476878
9	125681195
9	130947941
9	140001789
9	140001791
9	140100160
9	140100161
9	140772636
10	1230943
10	15639266
10	26241146
10	45941245
10	50952732
10	55700682
10	61831043
10	61831044
10	61835340
10	72100374
10	82329938
10	106976856
10	121212236
10	129537091
11	400005
11	1096334
11	1718720
11	4703870
11	4929481
11	5080314
11	5841871
11	5878756
11	6191051
11	7618866
11	7960392
11	10540570
11	17537831
11	20112483
11	20112485
11	21250989
11	26620532
11	32438053
11	32953892
11	34156132
11	34184278
11	34485777
11	40135956
11	43427388
11	43427389
11	45671831
11	46884198
11	48346880
11	48510647
11	55062969
11	55433486
11	56000423
11	59620489
11	59620490
11	59940566
11	62384058
11	62747348
11	62782218
11	63487923
11	63487924
11	63883877
11	63883878
11	64023076
11	64622857
11	65486682
11	66113976
11	66192177
11	67767143
11	67926251
11	67926252
11	69978066
11	82536106
11	93088625
11	103908354
11	104819285
11	105924856
11	111590639
11	118986926
11	124012337
11	128680623
11	129785672
11	132399018
11	132399019
12	9009814
12	13906319
12	15262099
12	18499676
12	18499677
12	18872381
12	18891609
12	22796732
12	29908761
12	32136376
12	39980086
12	46316926
12	48739252
12	49425644
12	51853752
12	52754584
12	52960824
12	54348980
12	54686568
12	55421006
12	57860100
12	57922304
12	64041132
12	68551724
12	80014972
12	80732899
12	92814806
12	95228785
12	102590799
12	121746388
12	124288315
12	124421922
12	126138492
12	132688134
12	132688163
13	19999087
13	29008254
13	33628324
13	33634925
13	35770194
13	42264381
13	42875398
13	50586194
13	76395371
13	97485123
13	108882071
13	114531652
14	20295949
14	21161793
14	31535349
