chr	pos
1	6008139
1	11562003
1	12919136
1	13001277
1	15440972
1	26513901
1	27745469
1	39812877
1	45793448
1	55078371
1	68512912
1	74701089
1	91845681
1	93744131
1	97544653
1	107961207
1	107979390
1	153910335
1	155912494
1	158517445
1	161173236
1	161967618
1	166904536
1	167097487
1	175372482
1	200860813
1	200946363
1	212798781
1	226553694
1	228210487
1	228210488
1	228462498
1	228487609
1	232649637
1	232649638
1	237823308
1	237948056
1	238050678
1	247587673
1	247597576
2	21263906
2	26357949
2	44132909
2	56419635
2	71043328
2	77746674
2	79350029
2	79384799
2	86719304
2	88367508
2	89568031
2	90078276
2	103149117
2	131883426
2	158157473
2	158272292
2	162873317
2	163027562
2	179600298
2	179641392
2	212587158
2	212587160
2	212652753
2	220022292
2	225642911
2	230661362
2	230679845
2	242066565
3	424204
3	6903551
3	24138535
3	25792606
3	41973472
3	48415121
3	52623110
3	87017926
3	89448515
3	98002185
3	98073083
3	109046827
3	130159236
3	134851891
3	134851892
3	141497490
3	143704407
3	143704408
3	167249008
3	171406513
3	183884013
3	191861864
4	20852205
4	38830296
4	38830297
4	47746535
4	72620755
4	74853311
4	103647806
4	113362530
4	113362531
4	114290868
4	126370440
4	128719837
4	146475128
4	189068074
5	7757687
5	40854201
5	41061673
5	45645613
5	54527105
5	54557319
5	65334267
5	79355604
5	79375746
5	127664342
5	137496707
5	140182408
5	140215728
5	140603730
5	140741263
5	145537026
5	149515136
5	150923131
5	154396947
5	169126462
5	169533165
6	8080245
6	29141463
6	32190534
6	42146129
6	47846497
6	54804555
6	54805230
6	56458992
6	75847172
6	107361034
6	127471622
6	131188650
6	157522483
6	161134115
7	6370132
7	19184717
7	53103524
7	81355323
7	99274065
7	99274067
7	100239142
7	100677445
7	103230058
7	103270611
7	128398933
7	142104244
7	142326934
7	142723793
7	143701237
7	143793096
7	143956724
7	150269424
7	150325274
8	17601240
8	21929835
8	39080570
8	41551585
8	48874637
8	77690591
8	77766583
8	89053655
8	98735159
8	105368406
8	113651026
8	114389091
8	121239565
8	131955652
8	133053389
9	8341179
9	8518386
9	84607902
9	104314043
9	113169428
9	138588636
10	13852880
10	15290695
10	17887137
10	54527930
10	76803619
10	95279445
10	99655677
10	106959756
11	193860
11	209578
11	533462
11	1977695
11	3660972
11	4944834
11	5475624
11	7111281
11	15197534
11	18291457
11	20075694
11	30601896
11	30937203
11	33054483
11	36595901
11	48177607
11	55861397
11	58978579
11	59271549
11	59271597
11	64427875
11	68673583
11	70201823
11	73849914
11	88924525
12	8211736
12	10777427
12	13716375
12	14975885
12	21069101
12	25398284
12	41587902
12	49061263
12	49446173
12	49495284
12	50190322
12	58109550
12	64588290
12	68595540
12	71974078
12	75804383
12	81101501
12	108642027
12	108985414
12	109278920
12	121881901
12	123200290
12	124798961
13	20041365
13	36700232
13	49086961
13	70681368
14	23512245
14	69259713
14	81972490
14	90650454
14	90756952
14	90782961
14	93199083
15	22383054
15	25321105
15	25321113
15	52488588
15	52672056
15	63548753
15	73994861
15	86822927
16	2807886
16	26147276
16	31373193
16	31374284
16	31414949
16	50707434
16	57685482
16	71411575
16	72832261
16	75513129
16	76461439
16	88958857
17	4352625
17	8139506
17	9613325
17	10428288
17	11520887
17	11520888
17	11593217
17	11607714
17	39119985
17	39411800
17	48465443
17	56344885
18	5398034
18	14752854
18	14757862
18	14822608
18	59757811
19	1220649
19	1220652
19	9033621
19	10597491
19	17516358
19	20235970
19	31038849
19	43680055
19	51466621
19	51738461
19	51957991
19	52327394
19	52394964
19	54072640
19	56297072
19	57746747
19	58453703
20	31390237
20	34435328
20	35507481
20	55758925
20	57415557
20	57767984
21	28212297
22	18567976
22	21332293
22	35661239
22	40661982
22	46096245
X	3242137
X	9622317
X	13635972
X	36091481
X	50376865
X	78216671
X	105278240
X	132159518
X	135106602
X	135453630
X	154563924
