chr	pos
1	3394457
1	167791265
1	201384346
3	120360508
4	71509397
4	73434466
4	76927403
4	119736623
4	155254333
4	170601232
5	7875377
5	39202453
5	55063741
5	140202819
5	140503168
6	33996019
6	35754868
7	30695575
7	38282029
7	55221711
7	97498435
7	142659378
8	10587872
8	72987644
8	125082819
9	19371678
9	19371681
9	75773611
9	79117864
10	75204477
11	10622600
11	56020051
11	57076923
11	71725528
12	57989814
12	65460502
13	27257045
13	86368978
16	3085393
16	21702976
17	10554966
17	41059630
17	48193445
17	72436710
18	55027519
19	14828520
19	47423551
19	50249906
19	53793799
19	56369014
20	2321165
20	62127281
21	27062196
21	41711192
21	46951525
21	47845846
X	12736404
X	84600916
