chr	pos
1	24387782
1	32713141
1	212957773
1	225591028
2	27256953
2	209113112
4	110739221
5	177422989
6	49583444
6	152706891
7	55270224
7	129906767
7	156555850
9	135962226
9	140728828
10	106075684
11	284541
11	4843026
11	10785379
11	66243444
11	73103387
12	53849149
15	41961363
15	73536774
16	2012755
16	50707378
16	67970346
17	7577102
17	7578395
17	16537944
17	33498419
18	9359985
18	57136753
19	15472604
19	50910398
19	53644840
21	10921985
21	28296628
22	50297602
X	48687675
X	48772458
X	48772535
X	70514290
X	72667524
X	150790022
