chr	pos
1	22838430
1	87810713
1	110584173
1	155850298
1	186277793
1	211486914
1	215847863
2	1921081
2	64683524
2	79348775
2	89476024
2	108614421
2	108614431
2	118854303
2	120362809
2	136558268
2	185803357
2	197565833
2	233244985
2	233273066
2	234915527
2	236877203
3	9976594
3	40528623
3	44285812
3	69167916
3	119886036
3	122628901
3	125828902
3	126139043
3	136096565
3	138251391
3	158387342
3	186501400
3	195391070
4	7055893
4	62778445
5	9629727
5	55256367
5	156590215
5	180276874
6	10874470
6	43316157
7	1024915
7	8791150
7	20691242
7	73530288
8	52339306
8	61765545
8	81553681
8	139163837
8	143856611
9	5920327
9	38577959
9	110086219
9	117027349
9	117027350
9	139566525
10	1123883
10	5493833
10	70706250
10	99161035
10	103988761
10	118439170
11	1950349
11	5373048
11	18124894
11	46563919
11	67377047
11	92532859
12	22797179
12	78513062
12	108086667
12	110784327
12	120791150
14	55408276
14	77793827
14	93686633
15	34647278
15	44944117
15	66629169
15	74948230
16	396580
16	12009404
16	90048205
17	7577559
17	41223256
17	42856604
18	19153877
18	43534805
19	14015714
19	39963879
19	42396123
19	44303921
19	49692303
20	33874331
20	43348649
20	46264187
20	61512736
21	42749839
21	45795833
22	42609210
22	45795060
X	36117974
X	46539151
X	83128629
X	101857506
X	101912281
X	133906273
X	135288565
X	147088318
X	151900151
X	152018830
