sample	chr	pos	ccf_old_v100_raw	ccf_old_v100_valid	ccf_over_one_flag
TCGA-49-AAR0-01	1	11264686	0.299434498437056	0.299434498437056	FALSE
TCGA-49-AAR0-01	1	21934750	0.606531440162272	0.606531440162272	FALSE
TCGA-49-AAR0-01	1	21934841	0.561364205256571	0.561364205256571	FALSE
TCGA-49-AAR0-01	1	22850863	0.340880072959416	0.340880072959416	FALSE
TCGA-49-AAR0-01	1	23689411	0.29686770910896	0.29686770910896	FALSE
TCGA-49-AAR0-01	1	35223205	0.603318250377074	0.603318250377074	FALSE
TCGA-49-AAR0-01	1	45810973	1.20663650075415	NA	TRUE
TCGA-49-AAR0-01	1	70899540	0.861883214824391	0.861883214824391	FALSE
TCGA-49-AAR0-01	1	75037538	0.35650623885918	0.35650623885918	FALSE
TCGA-49-AAR0-01	1	79412017	0.606909430438842	0.606909430438842	FALSE
TCGA-49-AAR0-01	1	84700910	0.406955234924158	0.406955234924158	FALSE
TCGA-49-AAR0-01	1	89726496	0.615148019992311	0.615148019992311	FALSE
TCGA-49-AAR0-01	1	103345342	0.818789054083172	0.818789054083172	FALSE
TCGA-49-AAR0-01	1	145281544	0.122000542152345	0.122000542152345	FALSE
TCGA-49-AAR0-01	1	151156801	0.83399875787419	0.83399875787419	FALSE
TCGA-49-AAR0-01	1	151553466	0.776143790849673	0.776143790849673	FALSE
TCGA-49-AAR0-01	1	152595561	0.896358543417367	0.896358543417367	FALSE
TCGA-49-AAR0-01	1	156628359	0.728254580520733	0.728254580520733	FALSE
TCGA-49-AAR0-01	1	158368475	0.530430201931519	0.530430201931519	FALSE
TCGA-49-AAR0-01	1	167863137	0.40016006402561	0.40016006402561	FALSE
TCGA-49-AAR0-01	1	174987660	0.53475935828877	0.53475935828877	FALSE
TCGA-49-AAR0-01	1	222716914	0.203635413556285	0.203635413556285	FALSE
TCGA-49-AAR0-01	1	231362542	0.176528829353524	0.176528829353524	FALSE
TCGA-49-AAR0-01	10	58118675	0.165998217468806	0.165998217468806	FALSE
TCGA-49-AAR0-01	10	69961644	0.89894419306184	0.89894419306184	FALSE
TCGA-49-AAR0-01	11	6023355	0.89126559714795	0.89126559714795	FALSE
TCGA-49-AAR0-01	11	13380098	0.248550124275062	0.248550124275062	FALSE
TCGA-49-AAR0-01	11	18314493	0.729594163246694	0.729594163246694	FALSE
TCGA-49-AAR0-01	11	55563802	0.17479815455594	0.17479815455594	FALSE
TCGA-49-AAR0-01	11	55587709	0.351185383244207	0.351185383244207	FALSE
TCGA-49-AAR0-01	11	56143133	0.411447963800905	0.411447963800905	FALSE
TCGA-49-AAR0-01	11	57076237	0.13280753642239	0.13280753642239	FALSE
TCGA-49-AAR0-01	11	58126385	0.472749554367201	0.472749554367201	FALSE
TCGA-49-AAR0-01	11	64877954	0.140056022408964	0.140056022408964	FALSE
TCGA-49-AAR0-01	11	74546883	0.301659125188537	0.301659125188537	FALSE
TCGA-49-AAR0-01	11	78204132	0.687427912341407	0.687427912341407	FALSE
TCGA-49-AAR0-01	11	103908007	0.197437908496732	0.197437908496732	FALSE
TCGA-49-AAR0-01	11	118498578	0.400211976682565	0.400211976682565	FALSE
TCGA-49-AAR0-01	11	122733159	0.370196078431373	0.370196078431373	FALSE
TCGA-49-AAR0-01	11	130750569	0.427149321266968	0.427149321266968	FALSE
TCGA-49-AAR0-01	12	4652997	0.642745098039216	0.642745098039216	FALSE
TCGA-49-AAR0-01	12	7981319	0.213253184485473	0.213253184485473	FALSE
TCGA-49-AAR0-01	12	56553376	0.854659389529007	0.854659389529007	FALSE
TCGA-49-AAR0-01	12	56863182	0.391046984831669	0.391046984831669	FALSE
TCGA-49-AAR0-01	12	57106262	0.331607843137255	0.331607843137255	FALSE
TCGA-49-AAR0-01	12	68051374	0.678107615139079	0.678107615139079	FALSE
TCGA-49-AAR0-01	12	69140275	0.562202399517601	0.562202399517601	FALSE
TCGA-49-AAR0-01	12	94972268	0.302231237322515	0.302231237322515	FALSE
TCGA-49-AAR0-01	12	101493475	0.177064765300059	0.177064765300059	FALSE
TCGA-49-AAR0-01	12	101493492	0.194771241830065	0.194771241830065	FALSE
TCGA-49-AAR0-01	12	113334454	0.324618736383442	0.324618736383442	FALSE
TCGA-49-AAR0-01	13	25009176	0.203830369357045	0.203830369357045	FALSE
TCGA-49-AAR0-01	13	36445379	0.785367910605102	0.785367910605102	FALSE
