chr	pos
1	6631122
1	41215315
1	92642924
1	171765961
1	182025619
1	223990152
2	69623341
2	86362000
2	96789809
2	179647562
2	230655847
3	32022658
3	48630101
3	130284086
3	168269684
3	179047483
3	186570987
4	11401607
4	48581248
5	52096333
5	67590433
5	86708358
5	130778197
6	144095324
6	160966486
7	21934600
7	54610242
7	77408705
7	107706863
8	22451394
9	2101571
9	138838155
10	79397504
10	116735225
10	127451995
11	45882443
11	66563768
11	88781136
11	94823356
11	110007241
12	125299539
13	103382043
14	31642418
14	51352570
14	100995511
15	22960851
16	347780
16	16244619
17	33520277
17	37566444
17	61972737
17	78327346
19	12494404
19	39668341
19	44535978
19	47768197
20	20340921
20	35443555
21	32492952
22	22160239
22	43464505
X	3240024
X	30261048
X	48336475
X	55514948
