#CHR	POS	Count_A	Count_C	Count_G	Count_T	Good_depth
1	152276832	0	4	68	0	72
1	161200952	0	101	0	32	133
2	27804669	64	0	0	29	93
2	166514444	60	0	96	0	156
2	203591019	86	0	123	0	209
3	45942703	0	94	0	16	110
4	39864513	0	4	0	47	51
4	164392902	0	0	16	3	19
5	79465352	0	40	0	23	63
5	131310650	55	0	121	0	176
5	140604522	10	38	0	0	48
7	20824970	0	29	0	3	32
8	38871495	0	70	13	0	83
8	142151473	0	41	0	3	44
10	6157491	10	0	37	0	47
11	1261503	15	0	44	0	59
12	57112396	5	0	41	0	46
12	94976045	0	86	0	19	105
14	64989758	22	0	41	0	63
16	24965936	10	0	17	0	27
16	31371099	17	0	0	44	61
16	67911669	0	32	0	122	154
17	66339927	0	0	15	64	79
19	15233609	55	20	0	0	75
20	3739195	0	14	43	0	57
