chr	pos
1	16534527
1	20659274
1	32201083
1	32951035
1	47904519
1	84403662
1	92200510
1	94998708
1	110212094
1	115282510
1	147380179
1	149399187
1	151774736
1	155582915
1	181024587
1	196799750
1	198678899
1	201184673
1	234593436
2	1271318
2	5840779
2	20845155
2	39201005
2	61149594
2	66798544
2	71592792
2	96993244
2	120221814
2	122493322
2	139316672
2	143798028
2	149227927
2	149542491
2	179592568
2	182396388
2	196681375
2	233898908
2	234401851
2	241459898
3	48936152
3	52257162
3	93733774
3	138121336
3	159707017
3	186761083
4	25262159
4	52890006
5	10280687
5	33881405
5	45303717
5	122515999
5	135510238
5	140262268
5	140595215
5	140615769
5	164028062
5	180625206
6	29323012
6	32827345
6	49754293
6	51776699
6	79664656
6	116967057
6	152510428
6	152737663
7	4308188
7	5352490
7	12375767
7	18914213
7	30739613
7	31132329
7	35271146
7	43580778
7	57188322
7	92735303
7	92735304
7	92735306
7	114330059
7	141420755
7	149521731
7	150390099
8	13357063
8	22478957
8	54912588
8	55537346
8	59060454
8	77896289
8	80942405
8	95504978
8	99169877
8	113651017
8	113662563
8	119964072
8	125565267
8	145621845
9	35616484
9	77431873
9	79119301
9	79119302
9	104048480
9	128099567
10	15646320
10	18242216
10	35500676
10	73767917
10	75258685
10	97143838
11	3383081
11	46886063
11	64898947
11	71276855
11	106647236
11	123900676
11	128332291
12	7559317
12	7647949
12	51675271
12	75444468
12	75601408
12	107126712
12	110017697
12	110841331
12	119624836
13	32972342
13	35751234
13	36878522
13	41949972
13	53277937
13	77748566
13	78493950
13	101755671
13	114774910
13	114783675
14	24798736
14	38723797
14	92047439
15	35224576
15	78575743
15	81648797
16	3640479
16	10788468
16	15680725
16	67904922
16	68055553
16	69400714
16	71004463
16	71004464
16	71004465
16	75271226
17	18331780
17	40451868
17	48545984
17	50235251
17	60042493
17	72588407
17	73919712
17	80050420
18	14850341
18	30926200
19	5651075
19	7696508
19	7696509
19	7754102
19	13397439
19	18967753
19	41352794
19	41889963
19	42814224
19	44612188
19	48607879
19	56477725
20	16359643
20	20616218
20	31811618
20	34099425
20	36769692
20	45839524
20	57415378
20	61340754
21	19165770
21	32253363
22	26839212
22	35947710
22	36661293
X	30260888
X	57621951
X	70340955
X	78427132
X	83129284
X	135427749
X	136649589
X	149931133
X	151821132
X	152845525
X	153073814
